Candidate Number,Forvus index number,Surname,Forename,Gender,Date of birth,AGE,Pupil Inclusion Status Flag,Pupil included in progress 8 calculations,DfE Establishment Number,School URN,UPN,SEN,Has the pupil been eligible for FSM in the last 6 years?,Is the pupil looked after?,Has the pupil been adopted from care?,Is the pupil disadvantaged?,EAL Group,KS2 Prior Band,Student's ethnicity,Deprivation indicator - IDACI score,Did the pupil join within the last 2 yrs?,English Bacc?,English & maths GCSEs A*-C?,Entries,GCSE Entries,Entry English EBacc,Entry Maths EBacc,Entry Science EBacc,Entry Humanities EBacc,Entry Language EBacc,Entry ALL EBacc,Achieved English EBacc,Achieved Maths EBacc,Achieved Science EBacc,Achieved Humanities EBacc,Achieved Language EBacc,Entry triple science,Entry multiple languages,KS2 English level (finely graded),KS2 Mathematics level (finely graded),KS2 English TA level,KS2 Mathematics TA level,KS2 English PS,KS2 Maths PS,Prior attainment score in English and mathematics,Score achieved in English,Score achieved in mathematics,Score achieved in 1st EBacc slot,Score achieved in 2nd EBacc slot,Score achieved in 3rd EBacc slot,Score achieved in 1st open slot,Score achieved in 2nd open slot,Score achieved in 3rd open slot,Attainment 8 score,EBacc slots filled,Open slots filled,Pupil progress 8 score,Progress 8 score for English,Progress 8 score for mathematics,Score achieved in Ebacc slots,Progress 8 score for Ebacc slots,Score achieved in open slots,Progress 8 score for open slots,Total score achieved in open slots - GCSEs only,Total score achieved in open slots - non-GCSEs only,Entered all three core science pathway subjects,Science EBacc PS (VA),Humanities EBacc PS (VA),Language EBacc PS (VA),KS2-4 predicted PS for 'EBacc Science' VA,'EBacc Science' VA score,KS2-4 predicted PS for 'EBacc Humanities' VA,'EBacc Humanities' VA score,KS2-4 predicted PS for 'EBacc Language' VA,'EBacc Language' VA score,Pupil level Maths pathway flag,Pupil level English pathway flag,Pupil level Science pathway flag,Maths exclude previous school,English exclude previous school,Science exclude previous school
,,,,F,,15,401,1,686624716,,066b094d-fa09-49ee-ad0a-064a9211a937,K,0,0,0,0,1,2,WBRI,0,0,,,7,9,1,1,1,,,,,,,,,,,4.62,4.31,2,4,17,11,3,9,3,4,2,0,4,4,3,26,2,2,1,0,0,8,1,11,1,11,3,,3,0,2,2,0,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,779507337,,ddebba01-48eb-4d5e-8859-88daf805cdce,N,0,0,0,0,1,4,WBRI,0,0,,Y,6,6,1,1,1,1,,,1,,,,,,,5.74,4.53,4,3,27,26,4,9,8,3,2,3,2,1,5,30,3,2,-1,0,0,7,-1,6,-2,2,1,,1,3,1,4,0,3,0,,,0,0,0,0,0,0
,,,,M,,15,401,1,800742036,,afaca966-5ee3-4f6e-84cd-07c709db1e74,N,0,0,0,0,1,2,WBRI,0,0,,Y,7,7,1,1,1,1,,,1,1,1,1,,,,5.26,5.25,4,3,24,25,4,7,7,4,2,3,5,3,1,31,2,2,0,0,0,9,0,11,0,3,7,,3,4,0,,,4,1,,,0,0,0,0,0,0
,,,,F,,15,401,1,644974425,,b3ba97f8-f3d4-4e7e-bf15-a0db287a7e22,N,0,0,0,0,1,1,WBRI,0,0,,,6,8,1,1,,,1,,,1,,,,,,4.45,4.59,5,5,34,34,4,7,9,2,3,1,5,3,1,28,2,2,0,0,0,6,0,12,0,9,3,,1,0,4,4,0,,,5,0,0,0,0,0,0,0
,,,,M,,15,401,1,566188928,,9b6be7cc-09c7-4b2a-b008-903ae86c4ed8,N,0,0,0,0,1,2,APKN,0,0,,Y,8,10,1,1,1,,1,1,1,1,,1,,,,3.17,4.38,3,5,28,28,3,11,8,5,5,3,5,4,4,57,2,2,1,1,1,14,1,15,0,19,2,,3,4,5,4,0,,,5,0,0,0,0,0,0,0
,,,,M,,15,401,1,537400999,,bf82acbe-9542-43c1-83c7-d8bbd176dcce,N,0,0,0,0,1,1,WBRI,0,0,,,7,6,1,1,1,,,,,,,,,1,,5.52,4.81,4,3,24,28,4,10,9,5,3,3,4,3,3,49,2,1,0,0,0,14,0,10,-1,7,4,,4,4,1,5,0,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,701819936,,ce7660b0-90c5-4d3f-a2a2-70c3dc4d3365,N,0,0,0,0,1,4,APKN,0,0,,Y,9,12,1,1,1,,1,,1,1,1,,1,,,4.76,5.63,4,4,16,19,5,6,13,1,3,5,3,3,5,32,3,3,0,0,0,5,0,10,-1,7,2,,4,1,6,6,-1,,,5,-1,0,0,0,0,0,0
,,,,F,,15,401,1,721744122,,5be163e3-7cb7-49e0-a004-13f3fa0b5cf1,N,0,0,0,0,1,2,APKN,0,0,,,8,9,1,1,1,,,,1,,,,,,,4.83,4.41,4,3,19,17,4,2,8,4,4,2,5,4,2,28,2,2,-1,0,-1,11,-1,11,-1,3,8,,2,1,3,,,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,727842926,,0e6153f7-0b5c-4e76-9fae-033ff34749b1,N,0,0,0,0,2,2,WBRI,0,0,,Y,9,11,1,1,1,1,1,,1,1,,,1,,,5.42,4.53,4,4,21,20,3,13,13,7,7,7,6,6,6,68,3,3,0,0,0,22,0,18,0,18,1,,6,5,3,3,0,2,0,,,0,0,0,0,0,0
,,,,F,,15,401,1,751939153,,dc484b2c-9abc-4f9e-9124-abb83601db4b,K,0,0,0,0,1,1,WBRI,0,0,,Y,8,11,1,1,1,,1,,,1,,,1,1,,3.17,4.66,3,6,32,32,4,14,10,3,6,6,6,4,6,55,3,2,0,0,0,8,0,16,0,9,3,,6,5,3,5,0,5,0,,,0,0,0,0,0,0
,,,,F,,15,401,1,688025872,,2f84c168-005a-4676-b9dc-2b30eba43043,N,0,0,0,0,2,1,WBRI,0,0,Y,,9,9,1,1,1,1,1,1,,1,1,1,1,1,,3,4.38,3,3,30,30,4,15,13,6,7,7,5,5,5,66,3,2,0,0,0,20,1,15,0,8,4,,6,8,7,6,0,4,1,6,0,0,0,0,0,0,0
,,,,M,,15,401,1,783310335,,7a22bd55-9824-43a6-9557-a7c19fcee1e5,N,0,0,0,0,2,1,APKN,0,0,,Y,9,7,1,1,1,,,,1,1,,1,,,,3.39,0.5,5,5,34,34,5,6,13,7,5,4,5,5,6,59,3,3,0,0,0,20,0,16,0,16,2,,4,2,1,4,0,5,0,5,1,0,0,0,0,0,0
,,,,F,,15,401,1,824040455,,2b4e3f90-0bcf-4430-b1d2-1cd86c104b2e,N,0,0,0,0,2,2,WBRI,0,0,,Y,10,11,1,1,1,1,1,1,1,1,,1,,,,4.07,4.63,4,4,34,34,4,11,13,6,5,6,5,6,5,54,3,3,0,0,1,19,1,15,0,11,3,,6,7,5,4,0,5,0,5,0,0,0,0,0,0,0
,,,,F,,15,401,1,543622062,,4c6a11ef-1b01-41fb-a000-07f1112016e5,N,1,0,0,1,1,2,APKN,0,0,,,7,7,1,1,,,,,,,,,,,,3.33,4.56,3,,11,8,3,11,2,2,1,0,2,2,4,20,2,2,0,0,-1,4,0,8,0,5,2,,1,1,0,,,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,669665394,,34d3f2e7-cfb6-405f-a6c9-0060f245f93e,K,0,0,0,0,1,3,WBRI,0,0,Y,Y,8,9,1,1,1,,1,1,,1,1,1,1,1,,4.55,5.75,,3,19,25,4,16,14,6,7,6,4,5,5,65,2,2,0,0,0,18,0,13,-1,12,0,,5,6,5,,,,,,,0,0,0,0,0,0
,,,,M,,15,401,0,654342817,,13c1689e-6e90-46ca-aa88-b19ccfffc36a,K,0,0,0,0,2,4,BCRB,0,0,,Y,8,7,1,1,,,,,,1,,,,,,5.1,5.79,1,1,0,0,,8,6,4,4,1,4,3,2,30,2,2,,,,10,,10,,9,4,,2,1,0,,,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,590731893,,453c1cdd-1510-4d23-8628-682f064e02bf,N,0,0,0,0,1,1,AIND,0,0,Y,,6,8,1,1,1,,,,,,,,,,,3.35,1.5,3,,33,30,3,5,5,3,3,2,4,1,0,8,2,2,-2,-2,-2,7,-1,4,-3,6,2,,3,1,0,4,0,5,-2,,,0,0,0,0,0,0
,,,,M,,15,401,1,791422606,,89c12d72-0b06-40b7-98ce-dbda00f15191,N,0,0,0,0,1,2,AOTH,0,0,Y,Y,10,7,1,1,1,1,1,1,1,1,1,1,1,1,,5.55,4.91,4,4,27,26,5,11,15,5,6,3,6,5,6,62,2,2,0,0,0,17,0,18,0,8,7,,4,3,7,,,5,-1,5,0,0,0,0,0,0,0
,,,,F,,15,401,0,719480118,,94ada673-ced2-4424-8346-1f697d9923e0,N,0,0,0,0,1,4,WBRI,0,0,Y,Y,6,5,1,1,,,,1,1,1,,1,,1,,,,,3,1,0,,15,10,4,4,3,6,5,4,60,2,2,,,,12,,16,,13,3,,3,4,2,,,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,696089991,,138b8eac-a14a-441b-a69d-99640da222e5,K,0,0,0,0,1,3,WBRI,0,0,,,7,6,1,1,1,1,1,1,,1,,1,1,,1,5.13,5.08,4,5,25,22,4,15,10,4,4,4,5,4,5,53,2,3,0,0,0,12,0,14,0,10,2,,5,6,5,,,6,1,,,0,0,0,0,0,0
,,,,F,,15,401,1,746351297,,0f0ea5d9-3401-487b-a78b-885f7106ef97,N,0,0,0,0,1,2,APKN,0,0,Y,Y,13,13,1,1,1,1,1,1,1,1,1,1,1,1,,4.76,4.31,4,4,20,23,4,16,14,9,7,7,7,9,7,79,3,3,2,2,1,25,3,25,2,26,1,,7,7,8,5,1,6,2,5,0,0,0,0,0,0,0
,,,,F,,15,401,1,785055224,,069d0fad-e2d3-4eb7-b1a0-19b357f518de,N,1,0,0,1,1,4,APKN,0,0,,Y,9,10,1,1,1,,1,,1,1,1,,1,1,1,4.97,,4,5,18,18,5,15,15,7,7,6,7,7,7,71,2,3,0,0,1,23,0,22,0,19,4,,7,4,5,6,0,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,723910557,,efd2ed05-d78c-44d9-b016-29f0396eb3e0,N,0,0,0,0,2,2,WBRI,0,0,Y,Y,9,8,1,1,1,,,,,1,1,1,1,1,,4.62,5.67,5,5,35,35,5,15,7,3,2,2,6,5,4,63,2,2,0,0,0,10,-2,16,0,8,6,,3,3,2,6,-1,7,0,6,1,0,0,0,0,0,0
,,,,M,,15,401,1,716703743,,a70605d3-306c-4fc5-a05d-caa554f44814,N,0,0,0,0,1,3,MWAS,0,0,,Y,8,9,1,1,1,1,,,1,1,1,1,,1,,4.93,4.53,,4,21,22,5,12,14,7,6,6,5,7,7,68,3,3,1,0,1,20,1,18,0,17,2,,7,7,2,5,0,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,710549125,,6e503f98-bb99-4b5e-a2e1-c374fbd3517a,N,1,0,0,1,1,2,APKN,0,0,,Y,9,11,1,1,1,1,1,1,1,1,,1,,,,4.69,4.44,3,4,24,28,4,6,6,5,2,2,4,3,2,34,2,2,0,0,0,13,0,11,0,8,1,,1,4,5,5,0,5,0,5,0,0,0,0,0,0,0
,,,,M,,15,401,1,651091677,,26a2fab6-e5ff-4e12-b246-d99072e22818,N,1,0,0,1,2,2,WOTH,0,0,,,6,8,1,1,1,1,,,,,,,,,,4.9,5.67,5,5,31,31,4,10,5,4,3,2,2,2,1,22,2,2,0,0,0,9,0,5,-1,6,4,,1,5,1,3,0,3,-1,,,0,0,0,0,0,0
,,,,F,,15,401,1,618796006,,ab33eb48-37f7-40fb-820c-c6f0def2df0b,N,0,0,0,0,2,1,APKN,0,0,Y,Y,7,8,1,1,,1,1,,,,,,1,1,,4.56,3.79,2,6,30,30,3,12,11,3,2,5,3,2,1,39,2,1,0,0,0,8,0,6,0,2,3,,4,3,4,4,1,3,0,5,0,0,0,0,0,0,0
,,,,F,,15,401,1,718688249,,a9903d71-cf2b-48fa-bfd8-a289be99eab1,K,1,0,0,1,1,2,WBRI,0,0,,Y,8,9,1,1,1,,,,,1,,,,,,0.5,4.22,5,1,35,35,4,12,6,7,2,2,5,3,4,36,3,2,0,0,-1,18,0,12,0,12,1,,2,1,2,5,0,5,0,5,0,0,0,0,0,0,0
,,,,F,,15,401,1,501681784,,e49934d9-084f-46f4-8dbd-21798f329268,K,0,0,0,0,1,2,APKN,0,0,Y,,7,9,1,1,1,,1,,,1,,,1,,,3.94,5.38,4,2,16,16,4,9,7,4,4,3,4,4,5,41,2,2,0,-1,-1,12,0,13,0,6,1,,3,2,6,,,,,6,0,0,0,0,0,0,0
,,,,M,,15,401,1,782771322,,c9c01cb2-db33-44b7-912e-77f30a8a17a7,N,0,0,0,0,1,3,WBRI,0,0,,Y,11,11,1,1,1,1,,,1,1,1,,,,,4.9,5.79,5,4,25,23,4,15,12,6,4,5,6,5,5,72,3,3,2,3,2,20,2,17,1,20,0,,5,5,0,4,1,4,0,,,0,0,0,0,0,0
,,,,F,,15,401,1,815928094,,21b7cd83-e1c8-4e2b-ac89-38924a35f559,N,0,0,0,0,1,3,OOTH,0,0,Y,Y,9,5,1,1,1,1,1,1,1,1,1,,1,,,5.13,4.84,4,3,24,24,5,10,7,4,4,4,7,5,3,60,2,3,0,0,0,10,-1,19,0,12,8,,4,4,5,5,0,4,0,4,0,0,0,0,0,0,0
,,,,M,,15,401,0,734569555,,56881042-e169-4451-aaa6-b7a66d8f2802,K,0,0,0,0,1,4,WBRI,0,0,,,11,10,1,1,1,,1,,1,,,,1,1,,5.32,5.63,3,,5,8,,15,14,6,6,6,7,7,7,73,3,3,,,,19,,21,,19,3,,6,4,4,,,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,679467431,,ab438c0d-ba67-4151-858a-6c96f588f013,K,0,0,0,0,1,4,AIND,0,0,Y,,9,9,1,1,1,,,,,1,,,,,,4.76,5.21,4,,19,21,4,9,2,4,2,2,4,2,2,37,2,3,-1,-1,-1,12,-1,11,-1,11,1,,2,1,0,5,-1,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,749197542,,117b0b39-191e-45bc-af56-c361cb476200,N,1,0,0,1,1,3,WBRI,0,0,Y,,8,9,1,1,1,,1,1,,1,,,1,,,5.13,5.21,4,4,28,28,4,9,12,3,4,3,4,3,4,42,2,3,-1,-1,0,9,-1,12,-2,8,5,,3,2,7,,,,,4,0,0,0,0,0,0,0
,,,,M,,15,401,1,781988339,,1b4c52d1-2e9b-45a0-b516-ddf550d6365c,N,0,0,0,0,2,3,APKN,0,0,Y,Y,10,11,1,1,1,1,1,1,1,1,1,1,1,1,1,5.52,4.53,5,5,35,35,5,14,15,7,5,5,8,7,7,74,2,3,0,0,1,19,0,24,1,23,1,,5,5,7,6,0,6,0,5,1,0,0,0,0,0,0
,,,,M,,15,401,1,616983338,,71943686-6dfd-4045-814d-6f6d470228d9,K,0,0,0,0,1,3,WBRI,0,0,Y,Y,8,9,1,1,1,1,1,1,1,1,,1,1,,,4.28,5.83,3,3,15,14,4,11,14,5,5,5,6,4,5,52,2,3,0,0,0,14,-1,15,0,12,4,,5,5,5,,,,,,,0,0,0,0,0,0
,,,,M,,15,401,0,788394412,,9a13bd9f-ad36-4904-8b9a-37ae151d6108,N,0,0,0,0,1,4,WBRI,0,0,Y,Y,9,9,1,1,1,1,1,,1,1,1,,1,1,1,,2.96,4,4,5,7,,16,15,8,7,7,6,5,6,78,3,2,,,,24,,19,,23,1,,7,6,5,,,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,802040461,,7e766fd4-75cd-4234-8e75-2f02083f66d3,N,1,0,0,0,1,3,APKN,0,0,Y,Y,12,9,1,1,1,1,1,1,1,1,1,1,1,1,,5.16,5.63,5,5,31,32,5,15,16,7,6,7,9,9,7,79,3,3,0,1,1,20,-1,25,0,21,11,,6,8,4,6,-1,6,-2,6,0,0,0,0,0,0,0
,,,,F,,15,401,1,649179653,,8f88eae2-78bc-46a7-aa60-4c4d92d1593f,K,0,0,0,0,1,2,WBRI,0,0,,,5,5,1,1,1,1,,,,,,,,,,4.9,4.69,,6,15,16,3,13,6,1,2,2,3,1,1,21,2,2,-1,0,-2,2,-1,5,-1,1,6,,3,6,0,,,3,0,,,0,0,0,0,0,0
,,,,M,,15,401,1,746789483,,51753086-aee2-4f8f-9acc-207b4042133d,N,1,0,0,1,2,3,WBRI,0,0,,Y,9,10,1,1,1,,1,1,1,1,,,1,,,,4.94,4,4,14,14,4,12,14,4,6,6,6,5,7,53,3,3,0,0,0,12,0,17,0,12,5,,7,3,5,5,0,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,662101995,,f67f7873-4175-48c1-8d66-6aeafb5ba08c,N,1,0,0,1,1,3,WENG,0,0,Y,Y,5,7,1,1,,,1,1,,1,1,1,,1,,4.14,5.75,4,4,27,27,5,12,12,4,3,2,3,3,3,42,1,2,-1,0,0,8,-1,10,-1,7,2,,3,5,6,,,,,6,-1,0,0,0,0,0,0
,,,,F,,15,401,1,821441171,,40ab7a65-7e60-43c2-a36b-4a88f69684c9,N,0,0,0,0,1,4,APKN,0,0,Y,Y,12,10,1,1,1,1,1,,1,1,1,1,1,,,5.42,5,1,5,34,33,5,15,14,9,7,7,8,8,7,79,3,3,0,0,0,25,0,25,0,20,10,,6,7,6,6,0,6,2,6,0,0,0,0,0,0,0
,,,,F,,15,401,1,786692082,,818cce74-822a-402e-b21c-d78e83f48ea4,N,0,0,0,0,1,3,APKN,0,0,,Y,12,11,1,1,1,1,,,1,1,1,1,,1,,5.1,5.13,4,3,25,21,5,15,14,7,7,7,8,7,7,76,3,3,1,1,0,22,2,23,1,13,8,,7,7,1,5,1,5,1,,,0,0,0,0,0,0
,,,,F,,15,401,1,758135820,,047577ec-d672-4c3c-94bc-1a3b231c38e5,N,0,0,0,0,1,2,WBRI,0,0,,Y,9,11,1,1,1,,1,1,1,1,,,1,,,3.94,5.17,5,4,30,31,5,11,11,4,4,2,4,4,2,34,3,2,0,0,0,11,0,13,-1,14,1,,3,2,6,5,0,6,0,5,-1,0,0,0,0,0,0
,,,,M,,15,401,1,703997074,,03460e5b-2b2c-49d8-b820-5c0c3f50816f,N,0,0,0,0,1,3,APKN,0,0,,Y,7,9,1,1,1,1,1,1,1,1,1,1,,1,,5.03,,4,5,13,10,4,14,13,5,5,5,7,6,4,64,2,3,0,0,0,17,0,19,0,20,1,,5,6,5,,,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,713011002,,a620c7ea-db92-4eda-8303-cb37d15efb5f,K,0,0,0,0,2,2,WBRI,0,0,,,9,9,1,1,1,,,,1,1,,,,,,2.5,4.5,4,3,22,21,3,4,4,5,3,0,3,3,0,23,2,2,0,0,0,10,0,8,-1,10,1,,2,1,1,3,0,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,734568087,,96c76b7a-382c-4438-b97b-2b3097c1177c,N,0,0,0,0,2,2,MWAS,0,0,,,8,9,1,1,1,,1,,1,,,,1,,,4.34,4.59,4,4,29,29,4,12,11,3,5,6,4,5,5,44,2,2,0,0,0,8,0,13,0,7,2,,4,4,5,5,0,,,5,0,0,0,0,0,0,0
,,,,M,,15,401,1,668176856,,fe27410f-adfc-47bc-81cd-bc8d79411f40,N,0,0,0,0,1,2,WBRI,0,0,,,5,8,1,1,1,,,,,,,,,,,4.38,5.17,4,5,33,28,4,12,1,4,0,0,2,2,1,21,2,2,-2,0,-2,10,-2,6,-3,10,0,,0,1,0,5,-2,,,,,0,0,0,0,0,0
,,,,F,,15,401,0,563318326,,a1a68fa4-048e-4c3b-ab45-7404b7be99bf,N,0,0,0,0,2,3,APKN,0,0,Y,,6,5,1,1,,,,,,,,1,1,1,,5.19,5.46,3,4,7,12,,5,9,1,0,0,3,2,1,21,1,2,,,,1,,6,,4,4,,1,2,3,,,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,799450828,,8c9ff498-c0ce-422b-a612-354fffdb2eed,N,1,0,0,1,1,1,WBRI,0,0,,Y,11,8,1,1,1,1,,,1,,,,,,,4,3.21,5,4,33,28,4,15,3,5,3,2,7,6,5,55,3,3,0,2,-1,12,0,21,1,16,6,,2,3,0,3,-1,3,0,,,0,0,0,0,0,0
,,,,F,,15,401,1,776036825,,b9d6d487-d67f-483a-aa48-c092be16e4a5,K,0,0,0,0,1,1,WBRI,0,0,,,7,8,1,1,,,,,,,,1,,1,,4.59,4.09,4,4,30,27,4,12,6,4,2,2,4,3,2,37,2,2,-1,0,-1,9,0,10,-1,16,0,,1,3,1,,,4,0,,,0,0,0,0,0,0
,,,,M,,15,401,1,822868558,,2fb9632b-894b-45ce-a985-06a5b2066a25,N,0,0,0,0,1,3,WBRI,0,0,,,10,9,1,1,1,,1,1,1,,,1,1,,,5.29,5.08,5,5,31,29,5,14,11,5,5,3,6,5,5,60,2,2,-1,0,-1,15,-1,18,0,14,5,,4,3,8,5,-1,,,4,0,0,0,0,0,0,0
,,,,M,,15,401,1,626768009,,e85d5bef-0633-47bc-8a43-e363f8fab788,N,0,0,0,0,1,2,OOTH,0,0,,,8,7,1,1,1,,,,,,1,,,1,,4.93,,4,4,19,24,4,6,7,5,6,2,4,3,2,34,2,2,0,-2,1,15,0,10,0,9,2,,6,1,1,5,1,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,745592839,,b7a7362d-c9b3-40a5-9b0d-a09c0c91fbb6,N,1,0,0,1,1,1,WBRI,0,0,Y,Y,11,12,1,1,1,1,1,1,1,1,1,1,1,,,3.33,3.46,5,5,35,35,5,14,14,6,5,7,8,7,7,74,3,3,0,1,0,20,0,22,0,26,0,,5,7,3,6,0,6,1,6,0,0,0,0,0,0,0
,,,,F,,15,401,1,726861283,,05368df6-d2ca-4315-a814-f62b471b4426,N,1,0,0,1,1,2,WBRI,0,0,Y,Y,8,8,1,1,1,1,1,1,,1,1,,1,1,,5.29,4.69,3,3,15,18,3,9,9,5,4,1,4,3,1,40,2,2,0,-1,0,13,0,10,-1,11,2,,5,4,4,3,0,3,0,,,0,0,0,0,0,0
,,,,F,,15,401,1,672666126,,f2a88f16-58d0-4528-b476-6bdf82915890,K,0,0,0,0,2,2,APKN,0,0,,,8,6,1,1,,,,,,,1,1,,,,4.45,4.72,,3,15,14,4,10,11,4,2,1,4,5,6,44,1,3,-1,0,-1,9,-2,13,0,7,5,,2,2,0,,,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,775224966,,d3222dd2-e14d-482f-be71-2de018a409c2,N,0,0,0,0,1,2,WBRI,0,0,,Y,9,8,1,1,1,1,1,1,1,1,1,1,1,1,,4.76,4.84,4,5,29,27,5,9,13,7,6,4,6,5,2,63,3,2,0,0,0,21,0,16,0,12,2,,7,3,5,5,0,5,0,5,0,0,0,0,0,0,0
,,,,F,,15,401,1,726815008,,250525d0-04a4-48fe-a587-e51d28c292cc,N,0,0,0,0,2,2,WBRI,0,0,Y,Y,12,11,1,1,1,1,1,1,1,1,1,1,1,1,,4.62,5.21,5,5,27,28,5,15,16,7,7,7,8,8,7,79,3,3,0,0,1,23,1,24,0,20,2,,7,7,6,5,0,6,0,5,0,0,0,0,0,0,0
,,,,F,,15,401,1,592407730,,ae1a9c94-1062-42ea-9444-aa6e8528b95d,N,0,0,0,0,1,3,APKN,0,0,,,4,7,1,1,1,,,,,,,,1,1,,5.39,4.75,3,4,22,22,4,11,6,3,5,3,3,3,4,38,2,2,0,0,-1,8,0,10,0,11,0,,5,1,3,,,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,753947483,,17216039-4b73-42a4-976e-91d84afc87f6,N,1,0,0,1,1,1,MWBC,0,0,,,9,9,1,1,1,,,,1,,,,,,,3.33,3.29,5,5,33,32,4,10,14,4,5,3,5,5,4,49,2,2,0,0,1,12,0,13,0,6,5,,4,3,0,5,0,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,675635424,,533d7982-1f51-411e-a056-a9e154da90d2,N,0,0,0,0,1,2,APKN,0,0,,,8,9,1,1,1,1,,,,,1,,,1,,4.66,4.53,5,4,34,32,4,9,6,2,2,2,5,4,4,26,2,2,0,0,-1,5,0,14,0,9,6,,2,3,3,5,-1,5,-1,5,1,0,0,0,0,0,0
,,,,F,,15,401,1,787647323,,8f6a173a-513a-4ed5-a775-5654db425088,N,0,0,0,0,1,3,WBRI,0,0,,,9,7,1,1,1,1,,,1,,1,1,,,,5.48,4.47,4,4,18,14,4,9,7,3,2,1,6,5,3,50,2,3,0,1,1,9,0,17,0,14,3,,2,3,0,4,-1,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,803830813,,fb83d1c1-569c-4059-ae15-c122ac61aae1,N,0,0,0,0,1,2,APKN,0,0,,,10,8,1,1,,1,1,,,,,,,,,4.28,4.59,4,4,28,29,4,10,9,3,2,2,5,4,1,43,2,2,0,0,0,11,0,13,0,12,4,,2,1,2,4,0,3,0,5,0,0,0,0,0,0,0
,,,,M,,15,401,1,634391842,,0c59bad6-b200-451e-a719-9c9722b05e0f,K,0,0,0,0,1,3,WBRI,0,0,,,5,6,1,1,1,1,,,,,,1,,1,1,4.79,5.21,,3,12,16,4,12,15,4,4,4,5,3,5,41,2,2,0,0,0,8,0,13,0,4,7,,4,7,3,,,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,713714462,,e0c3804d-d7fc-4fd5-9db0-e88f150e454e,N,0,0,0,0,1,3,WBRI,0,0,,Y,10,11,1,1,1,,,,1,1,1,1,,1,,5.19,5.75,5,5,30,33,5,15,15,8,7,6,8,7,7,76,3,3,1,1,1,23,1,24,1,23,0,,7,4,3,6,0,6,0,,,0,0,0,0,0,0
,,,,M,,15,401,1,819991017,,ec07d589-b443-4565-8005-537383cdcbae,N,0,0,0,0,1,2,WBRI,0,0,,,8,7,1,1,1,,1,1,,,1,,,,,5.1,4.31,4,4,27,25,4,11,5,4,3,1,7,4,0,41,2,2,-1,0,-1,9,-1,15,-1,12,3,,2,1,3,3,0,,,4,0,0,0,0,0,0,0
,,,,M,,15,401,1,634486971,,14444666-1144-4885-9441-ea6f698da5f0,N,1,0,0,1,1,2,APKN,0,0,,,6,8,1,1,1,,1,,,,,,,,,4.52,3.18,4,3,27,26,4,6,6,1,1,0,3,2,1,18,1,2,-1,0,-1,1,-2,8,-1,11,0,,1,1,3,5,-1,,,5,0,0,0,0,0,0,0
,,,,F,,15,401,1,620977756,,89773c4d-ee96-4cd8-905c-cdd1ffc4399c,K,0,0,0,0,1,3,WBRI,0,0,,,6,8,1,1,1,,,,,1,,1,,,,4.07,5.88,4,3,20,13,4,13,11,4,4,2,5,3,2,44,2,2,0,0,0,9,0,12,0,13,0,,3,4,2,,,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,623550556,,079a92d6-073a-4500-a4b4-6ef8b7ebc870,K,1,0,0,1,1,2,APKN,0,0,,,6,6,1,1,,,1,,,,,,,,,5.29,4.91,4,5,23,27,4,9,10,4,2,0,4,3,1,32,1,2,-1,-1,-1,7,-2,10,-1,5,5,,1,1,3,,,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,567667549,,d79eb942-bdd2-4910-8634-dbb3b83d9690,K,0,0,0,1,1,1,WBRI,0,0,,Y,6,8,1,1,1,,,,1,,1,1,,,,3.67,3.36,3,4,32,32,3,9,2,2,1,1,2,3,1,14,2,2,0,1,0,3,1,8,0,6,3,,3,1,1,4,0,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,590980739,,c9692a35-90ee-4180-8cbf-b6e60a12bac3,N,1,0,0,1,1,3,APKN,0,0,Y,,5,9,1,1,,,1,1,,,,1,1,,,4.38,3.96,5,5,27,29,5,9,10,5,2,1,3,1,0,33,2,1,0,0,0,9,0,6,-2,3,2,,1,3,8,,,,,6,1,0,0,0,0,0,0
