Candidate Number,Forvus index number,Surname,Forename,Gender,Date of birth,AGE,Pupil Inclusion Status Flag,Pupil included in progress 8 calculations,DfE Establishment Number,School URN,UPN,SEN,Has the pupil been eligible for FSM in the last 6 years?,Is the pupil looked after?,Post Looked After Arrangements,Is the pupil disadvantaged?,EAL Group,KS2 Prior Band,Student's ethnicity,Deprivation indicator - IDACI score,Did the pupil join within the last 2 yrs?,English Bacc 9-4?,English Bacc 9-5?,English and maths GCSEs 9-4?,English and maths GCSEs 9-5?,Entries,GCSE Entries,Entry English EBacc,Entry Maths EBacc,Entry Science EBacc,Entry Humanities EBacc,Entry Language EBacc,Entry ALL EBacc,Achieved English EBacc 9-4,Achieved English EBacc 9-5,Achieved Maths EBacc 9-4,Achieved Maths EBacc 9-5,Achieved Science EBacc,Achieved Humanities EBacc,Achieved Language EBacc,Entry triple science,Entry multiple languages,Entered all three core science pathway subjects,KS2 Reading TA level,KS2 Mathematics TA level,KS2 Reading PS,KS2 Maths PS,Prior attainment score in English and mathematics,Score achieved in English,Score achieved in mathematics,Score achieved in 1st EBacc slot,Score achieved in 2nd EBacc slot,Score achieved in 3rd EBacc slot,Score achieved in 1st open slot,Score achieved in 2nd open slot,Score achieved in 3rd open slot,Attainment 8 score,EBacc slots filled,Open slots filled,Pupil progress 8 score,Progress 8 score for English,Progress 8 score for mathematics,Score achieved in Ebacc slots,Progress 8 score for Ebacc slots,Score achieved in open slots,Progress 8 score for open slots,Total score achieved in open slots - GCSEs only,Total score achieved in open slots - non-GCSEs only,Science EBacc PS (VA),Humanities EBacc PS (VA),Language EBacc PS (VA),KS2-4 predicted PS for 'EBacc Science' VA,EBacc Science' VA score,KS2-4 predicted PS for 'EBacc Humanities' VA,EBacc Humanities' VA score,KS2-4 predicted PS for 'EBacc Language' VA,EBacc Language' VA score,Pupil level Maths pathway flag,Pupil level English pathway flag,Pupil level Science pathway flag,Maths exclude previous school,English exclude previous school,Science exclude previous school
,,,,M,,15,401,1,782715213,,4ac4150a-c712-4cff-81d8-1cafb1f471f7,N,0,0,0,0,1,3,WBRI,0,0,Y,Y,Y,Y,12,11,1,1,1,1,1,1,1,1,1,1,1,,1,1,,,5,2,5,5,5,18,14,7,7,6,8,6,7,76,3,3,0,0,0,22,-1,21,-1,20,2,7,5,4,6,-1,6,-1,5,0,0,0,0,0,0,0
,,,,F,,15,401,1,802946337,,231d5015-53dc-4fa6-b767-b278a740446a,N,1,0,0,1,2,3,WBRI,0,0,Y,Y,Y,Y,11,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,5,5,5,5,14,18,7,8,7,9,8,7,79,3,3,0,0,0,23,0,25,0,23,2,8,4,8,6,0,6,1,5,1,0,0,0,0,0,0
,,,,M,,15,401,1,506120867,,714dcecf-8831-45fb-84f0-27560cb6c8c4,N,0,0,0,0,1,3,WOTH,0,0,,Y,Y,,7,6,1,1,1,,1,1,1,,1,,,,,,,,4,5,5,5,5,7,8,1,0,2,3,2,3,19,2,2,-1,-1,0,2,-2,8,-2,1,11,0,0,4,5,-2,,,4,0,0,0,0,0,0,0
,,,,F,,15,401,1,703508525,,5a419ced-f092-40fb-84eb-4eeafb1dca09,N,0,0,0,0,1,1,APKN,0,0,Y,,Y,,10,8,1,1,1,,,,1,,1,,,,,,1,,4,3,5,5,4,9,5,4,4,1,7,5,7,39,2,3,0,1,-2,8,-1,18,1,4,15,5,0,2,4,-2,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,615696266,,f3685668-a57a-47a0-9cfb-51fb81c226f9,N,0,0,0,0,1,3,APKN,0,0,,Y,Y,Y,7,6,,1,1,1,1,,,1,1,1,1,1,1,1,,,5,4,4,4,5,14,14,9,7,8,7,6,5,77,3,2,0,-1,0,25,1,19,0,15,2,8,4,7,7,1,,,6,2,0,0,0,0,0,0
,,,,M,,15,401,1,695723586,,6d967e9e-766d-488a-998b-a7e8cd7b4eac,N,0,0,0,0,2,3,NOBT,0,0,Y,Y,Y,Y,8,9,1,1,1,,1,1,1,1,1,1,1,1,1,1,,,5,5,4,5,5,16,16,7,8,7,5,5,3,67,2,2,0,1,0,21,0,16,0,10,3,8,5,9,7,2,,,6,0,0,0,0,0,0,0
,,,,F,,15,401,0,650741787,,1b0289be-40e3-435e-83eb-1d855dbad2df,K,0,0,0,0,1,4,APKN,0,0,Y,Y,,Y,8,6,1,1,1,1,1,1,1,1,,1,,1,1,1,,,3,4,1,2,,16,9,4,6,3,6,6,5,66,2,3,,,,14,,19,,12,6,4,6,4,,,5,0,,,0,0,0,0,0,0
,,,,M,,15,401,1,790161988,,0a074c21-ef68-4912-9d36-ae23e9ea9027,N,0,0,0,0,1,3,WBRI,0,0,,,Y,Y,8,7,1,1,1,1,,,1,1,1,,,,,1,,,5,5,5,5,5,10,9,5,6,7,7,5,4,52,3,3,0,0,-1,17,0,17,0,10,5,5,5,2,3,0,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,699624524,,fdd282d0-49c5-49be-a9b8-7bdeac5d0df6,N,0,0,0,0,1,3,APKN,0,0,,,Y,Y,10,12,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,,,,4,4,5,17,17,9,8,8,7,8,8,82,3,3,3,3,2,23,3,24,2,22,2,6,8,10,,,6,4,6,2,0,0,0,0,0,0
,,,,M,,15,401,1,793124189,,8f874a62-e350-4a5c-a6c8-ee4265b7ef90,K,0,0,0,0,1,2,BCRB,0,0,Y,,Y,,10,9,1,1,1,1,1,,1,,1,,,,1,,,,,3,4,4,5,13,10,6,6,6,7,7,7,66,3,3,0,0,0,19,1,20,1,14,3,5,5,5,4,1,4,0,4,2,0,0,0,0,0,0
,,,,F,,15,401,1,812044743,,e877f535-2eb6-48e8-9c9f-5c34c0209e56,N,0,0,0,0,2,4,AIND,0,0,Y,Y,Y,Y,10,11,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,4,5,5,4,5,12,17,9,8,8,8,7,7,80,3,3,1,0,1,25,2,23,0,23,0,8,8,8,6,3,5,1,5,3,0,0,0,0,0,0
,,,,F,,15,401,1,810777222,,69841613-6134-47b6-a8fd-43646b15fc65,N,1,0,0,1,1,3,WOTH,0,0,,,Y,Y,11,9,1,1,1,1,,,1,1,,,,,,,,,4,4,4,4,5,18,14,7,5,3,8,7,4,75,3,3,1,4,0,18,0,21,0,19,8,2,2,0,4,-1,4,0,,,0,0,0,0,0,0
,,,,M,,15,401,1,775693779,,e8bd5419-01a9-4922-8c7a-e906797c18c0,N,0,0,0,0,2,2,BCRB,0,0,,,Y,Y,8,9,1,1,1,1,1,,1,1,1,1,1,1,,,1,,4,5,5,5,5,10,15,6,5,7,6,5,6,58,3,3,0,0,0,17,0,18,0,14,2,4,5,4,6,0,5,-1,5,0,0,0,0,0,0,0
,,,,M,,15,401,1,746813371,,06b3d2e9-7dba-4601-8af4-7a0d28d71185,N,0,0,0,0,1,3,WBRI,0,0,,Y,Y,Y,11,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,4,5,3,3,4,18,13,8,7,6,6,6,5,70,3,3,0,3,0,23,0,17,0,10,3,5,7,4,3,0,4,0,,,0,0,0,0,0,0
,,,,M,,15,401,1,772356465,,abaffa66-f587-4398-958c-e740819392af,N,0,0,0,0,1,3,WBRI,0,0,,Y,Y,,10,9,1,1,1,1,1,,1,1,1,,1,,,1,,,4,5,5,5,5,4,3,3,2,3,7,5,4,48,3,3,-1,-2,0,12,-1,18,0,17,3,4,1,1,5,0,4,-1,4,-1,0,0,0,0,0,0
,,,,F,,15,401,1,626061836,,4f9b3658-bde4-44d2-87e1-4769f6f18707,N,0,0,0,0,1,2,WBRI,0,0,,,Y,,8,7,1,1,1,,,,1,,,,1,,,,,,5,,4,3,4,8,6,4,2,0,4,3,2,38,1,2,0,0,0,7,0,11,0,10,3,4,0,0,3,0,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,721626215,,df54a5cb-9ee0-4598-966b-f57f77af009d,K,0,0,0,0,1,1,WBRI,0,0,,,Y,,8,8,1,1,1,,,,1,,,,,,,,,,,,4,4,4,8,12,4,3,0,4,2,3,29,2,3,0,0,0,8,0,9,-1,11,1,4,0,1,3,0,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,702375881,,ebc60f6e-2688-4073-9217-d12d43528c38,N,0,0,0,0,1,4,WBRI,0,0,Y,Y,Y,,9,9,1,1,1,,1,,1,,1,1,1,,1,1,,,4,4,3,4,5,12,14,5,7,7,6,4,4,53,2,2,-1,-4,0,18,0,16,-1,15,4,7,5,5,,,,,6,0,0,0,0,0,0,0
,,,,F,,15,401,1,747898314,,f6ae220d-8de0-42dc-97ed-9c01fc2ad1ac,N,0,0,0,0,1,3,WBRI,0,0,,,Y,,7,7,1,1,,1,,,1,,,,,1,,,,,,6,3,3,4,7,9,3,2,0,5,3,5,38,2,2,-1,0,-1,6,-2,13,0,13,2,1,2,0,,,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,736847502,,e2b2c986-ed0b-42aa-8f64-116df4c795c0,N,0,0,0,0,1,3,WBRI,0,0,Y,,Y,Y,9,10,1,1,1,1,1,,1,1,1,1,1,1,,1,,,3,4,4,5,5,12,13,5,7,6,4,5,8,59,3,3,0,-1,0,16,0,15,0,13,1,7,5,3,6,1,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,751673574,,b0140952-6994-4d7f-8ee4-e60e815b908b,N,0,0,0,0,1,2,WBRI,0,0,,,,,7,7,1,1,,1,,,1,,,,,,,,,,4,,5,5,4,2,5,4,5,2,7,5,4,41,2,3,0,-1,0,11,0,18,0,10,5,3,2,1,4,1,3,0,,,0,0,0,0,0,0
,,,,F,,15,401,1,806553957,,0fdac8e5-c279-4650-bd0f-697a16298f92,N,0,0,0,0,1,2,WBRI,0,0,,,,,7,9,1,1,1,,,,1,,,,,,,,,,5,4,5,4,4,11,3,1,0,0,3,2,0,12,2,2,-1,0,-1,2,-1,5,-1,8,1,0,0,0,3,-1,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,803960959,,468412da-199d-44a3-924d-d98f1f084ae7,N,0,0,0,0,1,4,WBRI,0,0,,,Y,Y,11,12,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,5,5,5,5,5,17,16,8,2,5,8,8,7,78,3,3,0,2,1,22,0,24,1,24,1,5,6,3,4,-1,4,0,4,0,0,0,0,0,0,0
,,,,F,,15,401,1,477077142,,8366877c-daa8-451a-88eb-073584b6f27c,N,0,0,0,0,2,2,APKN,0,0,,,,,4,7,,1,1,1,,,1,,1,,,1,,,,,4,4,5,5,5,3,3,0,0,1,2,0,0,7,2,2,-1,0,0,1,-1,4,-2,4,2,1,4,1,5,0,5,0,,,0,0,0,0,0,0
,,,,F,,15,401,1,820239211,,fbef5220-e225-4ec0-bd03-a33d48c15dc7,N,0,0,0,0,1,4,WBRI,0,0,Y,Y,Y,Y,12,11,1,1,1,1,1,,1,1,1,1,1,,,,,,5,5,3,3,5,15,7,8,4,6,7,6,4,56,3,3,0,0,-1,22,-1,17,-1,23,1,3,1,3,4,-1,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,733134346,,05729d90-000d-48cd-b993-b7e8cb8ab4f0,N,0,0,0,0,1,3,APKN,0,0,Y,,Y,Y,10,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,5,4,5,5,14,15,7,4,4,8,4,4,78,2,3,0,0,0,20,0,19,0,18,4,6,3,5,6,0,6,0,5,0,0,0,0,0,0,0
,,,,F,,15,401,1,819855362,,4b43895f-4096-4f1e-b6e0-8669b4b5eec4,N,0,0,0,0,2,3,WBRI,0,0,,,Y,Y,9,10,1,1,1,1,,,1,1,,,,1,,,,,5,,5,5,5,9,13,4,4,2,5,5,2,47,3,3,0,1,0,13,0,13,0,12,1,5,4,1,5,-1,5,-1,5,0,0,0,0,0,0,0
,,,,M,,15,401,1,717311670,,7ab6f8c8-6332-48b7-85ce-43fb064f1708,N,0,0,0,0,1,4,WBRI,0,0,Y,Y,Y,Y,10,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,5,4,3,5,16,12,7,6,4,6,6,6,77,2,3,0,0,-1,20,0,21,0,18,4,7,6,6,6,1,6,0,5,0,0,0,0,0,0,0
,,,,M,,15,401,1,682119715,,7f5490fd-28c1-4219-bf4d-0a8c303fe9d4,N,0,0,0,0,1,2,WBRI,0,0,,,,,6,7,1,1,1,,1,1,,1,,,,,1,,1,,6,3,4,5,4,6,9,2,4,1,1,1,2,29,1,2,-1,-1,-1,5,0,6,-2,3,2,6,4,5,4,0,,,5,0,0,0,0,0,0,0
,,,,F,,15,401,1,608662661,,5f618be2-db30-4546-99ca-bf0cc69ba9a5,N,0,0,0,0,1,1,AIND,0,0,,,Y,,9,9,1,1,1,1,,,1,1,1,,1,1,,,,,5,,5,5,5,2,2,2,2,2,3,3,2,16,3,3,-1,-2,-1,5,0,8,0,3,4,1,3,0,4,-2,5,-1,,,0,0,0,0,0,0
,,,,F,,15,401,1,537126172,,64695409-42fc-4e77-8ca1-50aa0c0386ac,K,0,0,0,0,1,1,WOTH,0,0,,,,,9,8,1,1,,,1,,,,,,,,,1,,,3,3,4,4,4,9,10,2,1,0,3,2,1,27,2,2,-1,0,0,5,-1,7,-1,7,2,0,0,2,,,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,692133085,,52ad85bd-4a43-4f44-9077-438dd9ad4c48,N,0,0,0,0,1,3,WBRI,0,0,,,Y,Y,7,8,1,1,1,,,,1,1,1,1,,,,,,,,5,4,3,5,15,14,4,4,1,4,3,3,50,2,2,-1,0,-1,11,-2,10,-3,13,0,2,2,2,,,,,,,0,0,0,0,0,0
,,,,F,,15,402,1,556991133,,8e6aaee9-d190-446e-8c04-dec029663e37,N,0,0,0,0,1,3,WBRI,0,0,,,Y,Y,7,11,1,1,1,,,,1,1,1,1,1,1,,,,,5,4,2,3,4,8,3,4,2,3,2,3,1,32,2,2,0,0,0,9,0,7,-2,9,0,2,4,2,,,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,723043499,,9190fcf6-aca7-4dcb-b5d9-33be74edcc68,K,0,0,0,0,1,3,APKN,0,0,,,Y,,10,12,1,1,1,1,1,1,1,,1,1,1,1,1,1,,,5,5,4,3,4,7,16,8,4,5,7,7,7,65,3,3,0,0,2,21,1,22,0,26,0,6,3,5,5,0,,,5,1,0,0,0,0,0,0
,,,,F,,15,401,1,625220281,,5853a6f3-8fb8-4648-b80f-0051ba7fddfc,K,0,0,0,0,2,2,WBRI,0,0,,,,,4,5,1,1,1,,,,,,,,,1,,,,,3,6,3,2,4,6,1,0,1,0,1,0,0,4,1,1,-1,-2,-1,0,-1,2,-1,0,2,1,4,0,,,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,650410953,,78a64319-a7ec-4a3c-842e-cded41c9519c,N,0,0,0,0,2,3,APKN,0,0,Y,Y,Y,Y,10,10,1,1,1,1,1,1,1,1,1,1,1,1,,,,,3,4,2,2,4,17,14,8,7,6,9,7,8,80,3,3,2,3,1,23,2,24,2,25,1,6,8,4,,,5,3,,,0,0,0,0,0,0
,,,,M,,15,401,1,787015902,,129a5a9e-3394-4a41-8218-0153c936ab6f,N,0,0,0,0,2,2,AIND,0,0,,,,,9,11,1,1,1,1,,,,1,,,1,1,,1,,,5,4,5,5,4,1,4,6,3,2,6,4,1,29,3,3,0,-3,0,17,1,15,0,26,0,2,5,1,3,0,3,0,,,0,0,0,0,0,0
,,,,M,,15,401,1,822667134,,9b3cf39f-69c1-4c28-8786-590735847c0e,N,1,0,0,1,1,3,WBRI,0,0,,,Y,,8,8,1,1,1,,,,1,,,1,1,,,,,,5,5,5,5,5,6,13,4,2,3,5,3,4,40,3,3,-1,-2,0,10,0,11,-2,11,5,5,1,1,4,-1,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,756465317,,507a0deb-ae0a-458d-b6c1-562e4bdb207e,N,1,0,0,1,1,3,WOTH,0,0,Y,,Y,,11,11,1,1,1,1,1,1,1,1,1,,1,1,,1,,,5,,4,4,5,16,10,5,4,6,6,4,6,57,3,3,0,1,-2,20,0,17,0,13,1,7,3,2,3,0,3,-1,,,0,0,0,0,0,0
,,,,F,,15,401,1,671281243,,ce995378-5d5c-4c27-9a58-7ba29214196b,N,1,0,0,0,1,2,APKN,0,0,,,,,5,6,1,1,1,,,,,,,,,,,,,,4,6,4,3,4,10,4,1,1,0,3,2,0,13,1,2,-1,0,-1,1,-1,7,-1,2,3,1,0,0,,,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,691472083,,23df4970-0bf9-402c-ab08-8036150df2eb,K,0,0,0,0,1,2,WENG,0,0,Y,,Y,Y,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,5,4,3,4,4,12,15,6,6,6,7,5,5,66,3,3,1,0,1,17,2,18,0,20,0,6,6,5,4,2,4,0,,,0,0,0,0,0,0
,,,,F,,15,401,1,662002665,,743c8689-4a81-4ffd-8b2f-49f93fa7d65c,K,0,0,0,0,1,3,WBRI,0,0,,Y,,,8,10,1,1,1,,1,1,1,1,1,1,,,1,,,,4,4,3,3,4,7,12,4,2,4,4,3,2,35,3,2,0,0,0,11,0,10,0,8,1,4,2,8,4,0,,,4,1,0,0,0,0,0,0
,,,,M,,15,401,1,579348227,,17ab59c5-a98a-4c66-a083-bc0e18981def,N,0,0,0,0,1,3,WBRI,0,0,,,Y,,8,9,1,1,1,1,,,1,1,1,,,,,,,,5,4,5,4,5,17,10,6,4,6,5,5,3,57,3,2,1,3,0,17,1,15,1,13,2,4,4,1,5,1,5,1,,,0,0,0,0,0,0
,,,,F,,15,401,1,801553182,,26f306d6-cd2c-41ce-8798-6fb8667aa607,N,0,0,0,0,1,2,WBRI,0,0,,,,,8,6,1,1,1,,,,1,,,,,,,,,,5,,3,3,3,14,10,2,3,0,4,4,5,43,2,3,0,0,0,5,0,12,0,13,1,1,0,0,,,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,728805360,,cf35516c-94c7-428a-aedd-ba5692a0a9c5,N,0,0,0,0,1,2,WBRI,0,0,,,Y,,11,11,1,1,1,,1,,1,,1,,,,,,,,5,5,5,5,4,16,6,5,2,0,5,4,0,43,2,3,0,2,0,13,0,13,0,13,1,0,0,1,2,0,,,4,0,0,0,0,0,0,0
,,,,M,,15,401,1,649548115,,b596a0c0-964c-4e4a-8d77-76eb33d7723d,N,0,0,0,0,2,3,WBRI,0,0,Y,Y,Y,Y,8,8,1,1,1,1,1,1,1,,1,1,1,1,1,1,,,5,5,4,4,5,12,12,5,6,6,6,5,4,54,3,3,0,-2,0,14,0,17,0,12,3,7,7,4,6,0,6,0,,,0,0,0,0,0,0
,,,,F,,15,401,1,760645222,,7dfed2f3-106b-4474-bd8b-73cd2cb13850,K,0,0,0,0,1,3,APKN,0,0,,,Y,,9,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,5,4,3,3,4,6,7,8,7,5,8,6,5,58,3,3,0,-2,0,21,0,22,0,13,7,7,6,4,3,0,3,1,,,0,0,0,0,0,0
,,,,F,,15,401,1,747263388,,da1896a2-cb9d-49e0-9acc-5df29a0a4bbc,N,0,0,0,0,1,1,BAFR,0,0,,,,,6,6,1,1,1,1,,,,,,,,1,,,,,4,6,4,4,3,7,1,2,3,2,3,2,1,16,3,2,0,0,-2,4,0,6,-1,3,4,3,7,0,2,-1,2,0,,,0,0,0,0,0,0
,,,,M,,15,401,1,660830345,,f908c3d5-37bc-4307-9067-8c074130f393,N,1,0,0,1,1,1,MWAS,0,0,Y,Y,,Y,7,6,1,1,1,1,,1,,,,,,,,,,,5,4,5,5,4,8,4,3,1,0,3,1,0,31,2,2,-1,0,0,6,-1,6,-2,9,2,1,0,1,3,-1,3,-1,,,0,0,0,0,0,0
,,,,M,,15,401,1,589530872,,cd993ab3-9210-4f35-b1d1-45fbbd4c6764,N,0,0,0,0,1,2,MWAS,0,0,Y,Y,Y,,9,8,1,1,1,1,,,1,1,1,,1,1,,1,1,,,,4,3,5,13,11,4,6,5,5,5,5,49,2,2,1,1,0,14,1,14,1,9,4,6,7,1,5,1,5,0,,,0,0,0,0,0,0
,,,,M,,15,401,1,485088665,,12c596f7-9ad7-4b70-bd5c-86af5fa37496,N,0,0,0,0,1,2,APKN,0,0,,,,,6,8,1,1,1,1,,,,,,,,,,,,,4,4,5,5,3,2,3,0,0,0,3,3,0,5,2,2,-1,-1,-1,0,-1,7,0,0,9,0,2,0,3,-1,4,-2,,,0,0,0,0,0,0
,,,,M,,15,401,1,700157754,,ffb45647-d825-429a-8f09-681c666d058a,N,0,0,0,0,1,3,BCRB,0,0,,,,,6,8,1,1,,,,,1,1,1,,,1,,,,,4,,3,4,5,1,16,2,4,2,4,4,2,34,2,2,0,-2,0,7,-1,12,0,8,3,3,5,3,,,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,600343539,,0c789723-3891-4d57-bf86-c9e72b8dc1e0,K,0,0,0,0,1,1,WBRI,0,0,Y,,,Y,6,8,1,1,1,,,1,,,,,,1,1,,,,2,,4,4,4,9,7,3,3,0,3,2,4,25,1,2,0,0,0,6,-1,7,-1,6,1,4,3,4,5,0,,,,,0,0,0,0,0,0
,,,,F,,15,401,1,674733463,,110dc437-4fc5-4ec0-83cb-e247052b4d1e,K,0,0,0,0,1,3,WBRI,0,0,Y,Y,Y,Y,9,11,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,5,5,5,4,5,15,13,6,6,4,6,4,5,60,2,3,0,0,0,16,0,16,0,18,0,6,5,5,5,0,5,0,4,1,0,0,0,0,0,0
,,,,F,,15,401,1,720239269,,5853a6f3-8fb8-4648-b80f-0051ba7fddfc,N,0,0,0,0,2,3,APKN,0,0,Y,Y,,Y,10,9,1,1,1,1,1,1,1,1,,1,,,1,1,,,,3,4,3,5,15,13,8,7,8,7,5,7,74,3,2,0,0,0,24,2,19,0,16,4,8,6,5,4,1,3,0,5,2,0,0,0,0,0,0
,,,,M,,15,401,1,817442634,,68f4f08e-9172-4119-82eb-55fbe1c30f2c,N,0,0,0,0,1,2,APKN,0,0,Y,Y,Y,Y,11,11,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,2,2,5,5,5,13,9,7,3,3,5,5,3,53,3,3,-1,0,-1,19,0,15,-3,19,1,4,4,3,4,-1,4,-1,4,0,0,0,0,0,0,0
,,,,F,,15,401,1,612899394,,98751b44-6ff2-4c6d-9a72-95862d67cfeb,K,0,0,0,0,2,2,WBRI,0,0,,,,,7,8,1,1,1,,1,,,,1,1,,,1,1,,,,4,3,3,4,5,6,5,3,2,4,3,2,36,2,3,0,-1,0,14,1,12,0,11,3,6,3,3,3,2,,,5,1,0,0,0,0,0,0
,,,,M,,15,401,1,785577594,,2e215907-3e9b-4ea6-bd7c-3413ec561ded,N,0,0,0,0,1,2,WBRI,0,0,,,,,10,9,1,1,1,1,1,,1,,1,,,1,,,,,4,4,5,5,4,8,14,4,4,4,6,4,3,43,3,3,0,0,1,13,0,15,0,12,3,5,4,2,3,0,3,0,4,0,0,0,0,0,0,0
,,,,F,,15,401,1,667023427,,8b9f3a86-f6de-4f44-bfca-5f0bc91f4218,K,0,0,0,0,1,1,WBRI,0,0,,,,,9,10,1,1,1,,,,1,,,,,,,,,,,6,5,4,4,17,8,2,3,1,3,1,0,22,2,2,0,2,-2,7,-1,5,-1,4,1,2,1,0,4,-1,,,,,0,0,0,0,0,0
,,,,M,,15,401,1,702801510,,14dde94b-4913-4231-a782-4428309d0396,N,0,0,0,0,1,3,APKN,0,0,,,Y,Y,10,10,1,1,1,1,1,1,1,1,1,1,1,1,,,,,5,5,3,3,5,16,15,7,7,6,7,5,5,77,3,2,0,0,0,23,0,19,-1,20,0,6,7,2,5,0,4,0,,,0,0,0,0,0,0
,,,,F,,15,401,1,537943655,,a597aa22-ebcb-4112-a82a-9fadb0d86d82,N,0,0,0,0,1,1,WBRI,0,0,,,,,6,7,1,1,,1,,,,,,,,,,,,,6,3,4,5,5,11,8,2,4,3,4,2,4,39,2,2,0,0,-1,6,0,9,0,9,0,1,6,1,,,6,0,,,0,0,0,0,0,0
,,,,M,,15,401,1,796956327,,4907d8bf-c310-4459-98f3-24f4a5ba3f46,N,0,0,0,0,1,2,WBRI,0,0,Y,,Y,Y,10,8,1,1,1,1,,,1,1,1,,,1,,,,,5,5,5,4,4,11,16,6,5,4,7,5,5,63,3,3,0,0,0,20,0,18,0,17,5,5,4,0,4,0,3,0,,,0,0,0,0,0,0
,,,,M,,15,401,1,719834133,,0910afc6-6f04-4137-987a-f19368c275cf,N,0,0,0,0,2,3,WOTH,0,0,,,Y,,10,9,1,1,1,1,1,,1,1,1,1,1,1,1,,,,4,5,3,3,5,3,15,9,7,5,9,6,5,65,3,3,1,-1,1,24,3,22,2,21,1,7,3,6,3,2,,,4,0,0,0,0,0,0,0
,,,,F,,15,401,1,666297315,,8284f8f0-d9d5-4d03-a07c-ec64a2d56680,N,1,0,0,1,1,2,WBRI,0,0,,,,,7,10,1,1,,1,,,,,,,,,,1,,,4,4,3,3,4,7,12,3,3,2,4,4,4,36,2,2,0,0,1,8,0,11,0,13,0,1,7,0,,,3,0,,,0,0,0,0,0,0
,,,,F,,15,401,0,778644325,,18dfaa8f-cfbf-4f00-b53c-e67c75aa594b,N,0,0,0,0,1,2,APKN,0,0,,Y,,,10,8,1,1,1,1,1,1,,,,,,,1,1,,,3,4,1,1,,12,5,7,3,2,5,5,4,48,3,3,,,,19,,13,,12,5,1,4,8,,,,,4,0,0,0,0,0,0,0
,,,,F,,15,401,1,761825718,,eb7312e5-4364-454c-98f5-875aaf9b227e,N,0,0,0,0,1,1,WBRI,0,0,,,,,7,7,1,1,1,,1,,,,,,,,1,,,,5,5,5,5,4,1,9,2,3,3,2,1,1,26,2,2,-1,0,0,7,0,6,-2,4,1,2,0,3,4,0,3,0,4,1,0,0,0,0,0,0
,,,,M,,15,401,1,757278002,,82f1b0f1-95f5-430d-b8b7-e5d0f27607af,N,0,0,0,0,1,3,APKN,0,0,Y,Y,Y,Y,12,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,2,5,5,5,5,18,17,7,8,8,10,9,8,86,3,3,1,1,0,25,1,29,1,24,4,8,7,3,5,1,5,1,5,2,0,0,0,0,0,0
,,,,M,,15,401,1,770440176,,7c723c62-1ea4-48c6-8f55-f66fc7ea4d67,N,0,0,0,0,1,2,WBRI,0,0,,,Y,,10,12,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,4,5,5,4,5,16,5,5,5,6,5,6,6,54,3,3,1,2,0,15,1,17,0,14,3,3,5,4,4,0,4,1,4,1,0,0,0,0,0,0
,,,,F,,15,401,1,822602006,,8202c93c-14ca-49e3-8fef-a71ece358a57,N,0,0,0,0,1,2,WBRI,0,0,Y,Y,Y,Y,11,10,1,1,1,1,1,1,1,1,,1,,1,1,1,,,5,5,5,5,5,18,14,7,6,5,7,8,6,78,3,3,0,1,-1,23,0,21,-1,19,3,5,5,3,,,6,-1,6,0,0,0,0,0,0,0
,,,,M,,15,401,1,615142676,,33e79c63-b2c6-4235-9196-4bb128f1e662,N,0,0,0,0,1,3,WBRI,0,0,,Y,Y,Y,8,6,1,1,1,,1,,1,,1,1,1,1,1,1,,,5,5,5,5,5,1,15,7,3,3,8,7,7,59,2,3,0,-2,1,17,0,22,0,19,5,3,3,5,5,0,,,5,-1,0,0,0,0,0,0
