candidate_number,forvus_index_number,surname,forename,gender,date_of_birth,age,pupil_inclusion_status_flag,pupil_included_in_progress_8_calculations,la_establishment_number,school_urn,upn,sen,has_the_pupil_been_eligible_for_fsm_in_the_last_6_years,is_the_pupil_looked_after,post_looked_after_arrangements,is_the_pupil_disadvantaged,eal_group,ks2_prior_band,students_ethnicity,did_the_pupil_join_within_the_last_2_yrs,took_english_bacc_9_4,took_english_bacc_9_5,took_english_and_maths_gcses_9_4,took_english_and_maths_gcses_9_5,entries,gcse_entries,entry_english_ebacc,entry_maths_ebacc,entry_science_ebacc,entry_humanities_ebacc,entry_language_ebacc,entry_all_ebacc,achieved_english_ebacc_9_4,achieved_english_ebacc_9_5,achieved_maths_ebacc_9_4,achieved_maths_ebacc_9_5,achieved_science_ebacc_at_grade_9_4,achieved_science_ebacc_at_grade_9_5,achieved_humanities_ebacc_at_grade_9_4,achieved_humanities_ebacc_at_grade_9_5,achieved_language_ebacc_at_grade_9_4,achieved_language_ebacc_at_grade_9_5,entry_triple_science,entry_multiple_languages,ks2_reading_level_finely_graded,ks2_mathematics_finely_graded,ks2_reading_ta_level,ks2_mathematics_ta_level,ks2_reading_ps,ks2_maths_ps,pupil_level_ebacc_average_point_score,point_score_in_english_ebacc_subject_area,point_score_in_maths_ebacc_subject_area,point_score_in_science_ebacc_subject_area,highest_point_score_achieved_in_humanities_ebacc_subject_area,highest_point_score_achieved_in_language_ebacc_subject_area,prior_attainment_score_in_english_and_mathematics,score_achieved_in_english,score_achieved_in_mathematics,score_achieved_in_1st_ebacc_slot,score_achieved_in_2nd_ebacc_slot,score_achieved_in_3rd_ebacc_slot,score_achieved_in_1st_open_slot,score_achieved_in_2nd_open_slot,score_achieved_in_3rd_open_slot,attainment_8_score,ebacc_slots_filled,open_slots_filled,pupils_adjusted_progress_8_score,pupils_unadjusted_progress_8_score,pupils_progress_8_score_has_been_adjusted_due_to_extreme_negative_score,progress_8_score_for_english,progress_8_score_for_mathematics,score_achieved_in_ebacc_slots,progress_8_score_for_ebacc_slots,score_achieved_in_open_slots,progress_8_score_for_open_slots,total_score_achieved_in_open_slots_gcses_only,total_score_achieved_in_open_slots_non_gcses_only,ks2_4_predicted_ps_for_ebacc_science_va,ebacc_science_va_score,ks2_4_predicted_ps_for_ebacc_humanities_va,ebacc_humanities_va_score,ks2_4_predicted_ps_for_ebacc_language_va,ebacc_language_va_score,pupil_level_english_pathway_flag,pupil_level_science_pathway_flag,maths_exclude_previous_school,english_exclude_previous_school,science_exclude_previous_school
,,,,M,,15,401,1,744572555,,90a93ae6-503c-40bd-9f97-3e1f0b5651b3,N,0,0,0,0,1,2,APKN,0,,,Y,Y,8,8,1,1,1,1,,,1,1,1,1,1,,,,1,,1,,,,4,6,3,3,5,7,5,3,4,1,4,12,11,7,3,3,5,3,4,56,3,3,1,1,,1,2,19,1,15,0,19,1,4,1,3,2,,,0,0,0,0,0
,,,,M,,15,401,1,778585168,,9852d6a3-977e-41e0-b476-f101f3fbe857,N,0,0,0,0,1,3,WBRI,0,,,Y,Y,10,9,1,1,1,,,,1,,1,,,1,,,,,1,,,,5,3,4,5,4,6,8,8,2,0,5,12,17,5,8,6,7,8,6,66,2,3,0,0,,0,0,18,0,22,0,17,4,7,0,,,,,0,0,0,0,0
,,,,M,,15,401,1,629427582,,96385760-d44d-4463-b711-40127e7eb2b7,K,0,0,0,0,1,3,AOTH,0,,,Y,Y,5,8,1,1,1,1,1,,1,1,1,1,1,1,1,,,1,,,,,6,6,3,3,3,4,7,2,3,5,5,5,11,3,3,5,3,3,4,40,3,2,0,0,,0,1,9,0,8,0,8,0,,,4,0,5,-1,0,0,0,0,0
,,,,M,,15,401,1,752037362,,bc8f0d28-e75d-4b1c-ae2f-8e089455c300,N,0,0,0,0,1,2,WBRI,0,,,Y,,8,9,1,1,1,,1,,,,1,1,1,,,,,,,,,,5,5,5,5,4,3,4,3,3,4,5,4,9,5,5,5,4,3,6,46,3,3,-1,-1,,-2,0,18,0,12,-1,13,1,5,0,,,5,-1,0,0,0,0,0
,,,,M,,15,401,1,810168658,,6e7f7727-98d6-4dd0-98d9-b1bcbeae19be,K,0,0,0,0,1,4,APKN,0,,,,Y,12,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,5,5,3,4,8,8,9,8,3,4,5,17,18,10,8,7,9,8,8,89,3,3,0,0,,-1,1,28,1,26,0,26,1,7,1,7,2,6,0,0,0,0,0,0
,,,,M,,15,401,1,562074200,,79eb4068-6a32-4012-a02b-67b57eecef5d,K,0,0,0,0,1,1,APKN,0,,Y,,Y,6,10,,1,1,1,,,,,1,1,,,,1,,,1,,,,4,4,5,5,1,5,8,2,5,4,4,5,11,3,3,1,3,4,3,21,2,2,0,0,,-1,2,7,0,8,0,7,0,4,0,4,1,4,2,0,0,0,0,0
,,,,M,,15,401,1,633845717,,5b7283d1-8dcb-48db-a5b3-611058afaba5,K,1,0,0,1,1,2,APKN,0,Y,Y,Y,,8,10,1,1,1,1,1,1,1,,1,,,1,1,1,1,1,,,,,3,4,3,4,4,5,7,6,8,9,4,8,11,6,6,7,5,6,5,41,3,2,0,0,,-1,-1,16,0,15,0,15,0,5,0,5,0,4,0,0,0,0,0,0
,,,,M,,15,401,1,817804477,,4686d140-d867-464d-a64d-98a462439f55,N,0,0,0,0,1,3,AOTH,0,Y,Y,Y,Y,12,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,5,4,4,4,9,9,9,9,8,7,5,18,18,10,9,8,9,8,8,91,3,3,3,3,,3,3,28,4,26,2,27,0,7,3,7,1,6,1,0,0,0,0,0
,,,,F,,15,401,1,691323101,,2e4cc3a5-c5d6-4bca-87bb-7e17eba9b2be,K,0,0,0,0,1,3,BAFR,0,Y,Y,Y,Y,9,11,1,1,1,1,,1,1,1,1,1,1,1,1,1,,,1,,,,3,,4,4,6,8,7,7,8,2,5,14,13,7,6,7,6,8,5,70,3,2,1,1,,0,2,22,2,20,1,14,5,7,2,6,2,,,0,0,0,0,0
,,,,F,,15,401,1,746779172,,9762c278-a2f1-408a-8650-4a5007818425,K,0,0,0,0,1,2,APKN,0,Y,Y,,,7,9,1,1,1,1,,,1,,,,,,,,,,,,,,6,3,3,4,2,5,2,2,8,0,4,6,3,3,0,2,4,3,1,22,3,2,0,0,,0,0,8,0,9,0,4,3,4,0,3,-2,,,0,0,0,0,0
,,,,F,,15,401,1,777783671,,705925c8-5feb-454e-a7e2-ccac41bead52,K,0,0,0,0,1,1,WBRI,0,,,,,4,5,1,1,1,1,,,,,,,,,,,,,,,,,,2,2,2,0,4,3,0,5,0,3,5,4,2,1,1,0,0,0,3,2,2,0,0,,0,1,2,1,0,0,0,1,2,1,2,1,,,0,0,0,0,0
,,,,F,,15,401,1,500928764,,4b0d429c-abfe-405c-95b5-d52a2de179ce,K,1,0,0,1,1,1,APKN,0,Y,,,Y,6,9,1,1,1,,1,1,,1,1,1,1,1,,1,,,1,,,,5,5,5,5,3,8,8,8,5,4,5,11,14,2,7,3,3,4,1,34,2,2,0,0,,0,0,7,0,10,0,9,0,7,2,,,6,-1,0,0,0,0,0
,,,,F,,15,401,1,665734354,,721127fe-9d6b-4dc2-bd8f-a632b93d8451,N,1,0,0,1,2,3,AIND,0,,,Y,Y,7,9,1,1,1,,,,1,1,,1,,,,,1,1,,,,,,4,4,4,3,6,7,4,0,2,5,11,13,6,5,3,4,4,3,48,2,2,0,0,,0,0,16,0,10,0,9,1,6,0,,,,,0,0,0,0,0
,,,,F,,15,401,1,578545504,,f2613dc8-eb15-406c-93c0-badb8a9c0e19,K,0,0,0,0,2,2,APKN,0,Y,,Y,Y,5,7,1,1,1,,1,1,1,1,1,1,,1,,,1,,,,,,4,5,5,5,3,5,7,5,1,5,5,8,12,3,5,2,4,4,3,46,2,2,0,0,,0,0,9,0,12,0,10,1,7,0,,,6,0,0,0,0,0,0
,,,,M,,15,401,1,789868955,,916c658d-072d-47af-b8d4-18b94319bd86,N,0,0,0,0,1,3,WBRI,0,,,,,7,6,1,1,1,1,,,1,,1,,,,,,,,,,,,5,4,4,3,3,8,2,5,4,0,4,16,6,4,5,3,5,5,4,45,2,3,-1,-1,,0,-1,10,-1,14,-1,12,5,3,-2,4,0,,,0,0,0,0,0
,,,,F,,15,401,1,645228003,,af14cc34-d05b-42fa-b1ec-c1d5278f100a,N,0,0,0,0,1,2,WBRI,0,,,Y,,9,10,1,1,1,1,1,1,1,,1,,1,1,1,,,1,,,,,5,6,5,5,6,9,4,4,7,3,5,17,10,6,6,5,7,7,6,69,3,3,1,1,,3,0,18,0,21,1,20,1,6,0,6,0,6,-1,0,0,0,0,0
,,,,M,,15,401,1,702961734,,960b9a4d-6087-484d-b40b-99a86dcfd4b6,N,0,0,0,0,1,3,AOTH,0,,,Y,Y,6,7,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,,,,5,5,5,5,4,6,9,5,8,5,4,9,16,3,6,5,6,6,5,56,2,3,0,0,,-1,1,11,0,15,0,9,3,5,1,5,0,4,1,0,0,0,0,0
,,,,M,,15,401,0,761987677,,62b8b7fc-c1ee-46f8-bf5c-e2140924608f,N,0,0,0,0,2,4,MOTH,0,Y,,Y,Y,10,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,5,4,3,3,6,6,6,3,3,4,,10,13,7,4,3,6,6,5,63,2,3,,,,,,19,,18,,21,1,,,,,,,0,0,0,0,0
,,,,F,,15,401,1,711823419,,ff01970e-0e40-469f-aabe-988e14f5631f,K,1,0,0,1,2,2,MOTH,0,,,,,8,7,1,1,1,,1,,1,,,,,,,,,,,,,,4,5,5,5,3,2,5,7,0,3,4,8,11,3,6,2,4,3,2,49,2,2,0,-1,,-1,-1,10,-1,10,0,8,3,5,0,,,5,-1,0,0,0,0,0
,,,,F,,15,401,1,794837380,,1aae219a-6470-41f7-9820-abf6ebe0683e,N,0,0,0,0,1,3,WBRI,0,,,Y,Y,9,9,1,1,1,1,1,,,,1,1,1,1,1,1,1,1,,1,,,5,5,5,5,5,5,7,8,4,7,5,12,13,8,8,8,7,7,6,67,3,3,0,0,,-1,0,23,0,20,0,20,1,6,0,6,0,5,0,0,0,0,0,0
,,,,M,,15,401,1,717362525,,fc929552-4cdd-4d71-a3ab-cfc59b728759,N,1,0,0,1,2,2,APKN,0,Y,,,,7,7,1,1,1,,,,,,,,,,,,1,,,,,,4,4,4,5,1,4,4,1,0,2,5,6,8,2,1,0,3,2,3,18,2,3,-2,-2,,-2,-1,3,-3,7,-2,3,6,7,-3,,,6,0,0,0,0,0,0
,,,,F,,15,401,1,808595160,,17cd0002-e6ad-4f64-9eb1-06f1ec7a0215,N,0,0,0,0,1,2,APKN,0,,Y,,Y,8,8,1,1,1,,1,1,1,1,1,1,1,1,1,,1,1,,,,,5,5,5,5,4,5,3,3,0,4,5,10,5,5,4,3,8,3,2,53,3,3,0,0,,0,0,15,0,17,1,12,6,4,1,2,1,5,0,0,0,0,0,0
,,,,F,,15,401,1,824982366,,736c13d8-b704-4fc9-9121-ac3e6889fccd,N,0,0,0,0,1,2,WBRI,0,Y,,Y,,9,7,1,1,1,1,,,1,,1,,,,1,,,,,,,,4,5,5,5,6,7,5,8,3,0,5,16,13,7,6,6,5,6,4,64,3,3,-1,-1,,-1,0,21,0,17,-2,21,4,7,0,7,0,,,0,0,0,0,0
,,,,F,,15,401,1,734836272,,91347039-ab87-4afa-b9fa-9c1855c883c4,N,0,0,0,0,1,3,APKN,0,Y,Y,Y,Y,6,8,1,1,1,1,1,1,1,1,1,1,,,,,1,1,,,,,5,4,5,5,4,6,6,5,2,5,4,13,12,6,6,3,4,2,2,52,2,2,0,0,,0,0,15,0,11,0,8,0,4,0,5,-1,4,1,0,0,0,0,0
,,,,F,,15,401,1,712590985,,de46f0ae-7f3f-4781-ae0b-e616762a2e95,N,0,0,0,0,1,1,WBRI,0,Y,,,,9,8,1,1,1,,,,1,,,,,,,,,,,,,,5,4,5,5,0,3,2,1,0,1,4,6,5,2,1,1,5,3,3,26,2,3,0,0,,0,-1,5,-1,12,0,8,5,3,-2,,,4,-1,0,0,0,0,0
,,,,M,,15,401,1,815606962,,0d21b837-623d-4a6f-a225-22a039ab4c4e,N,0,0,0,0,1,1,WBRI,0,Y,Y,Y,Y,10,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,1,,,4,4,4,5,7,5,9,6,8,3,5,13,18,8,7,6,8,7,8,81,3,3,2,2,,1,3,24,1,24,2,20,4,5,0,5,1,5,0,0,0,0,0,0
,,,,M,,15,401,1,743616317,,15b29e02-b22a-49a1-9b26-5fd1d207d3f6,N,1,0,0,1,2,3,AIND,0,Y,Y,Y,Y,6,8,1,1,1,1,,1,1,1,1,1,1,1,1,1,,1,1,,,,,,2,1,3,5,4,5,5,3,4,8,7,6,6,1,2,1,2,38,2,2,0,0,,0,0,17,0,6,-1,9,0,,,,,,,0,0,0,0,0
,,,,F,,15,401,1,700626534,,1e26e52c-ecb9-4202-a45f-44511c4a863c,K,0,0,0,0,1,2,WBRI,0,,,,Y,9,8,1,1,1,1,,1,1,,,,1,1,1,1,,,,,,,4,6,3,2,5,3,6,4,7,2,4,10,13,6,5,3,5,3,5,59,2,3,0,0,,0,0,16,0,14,-1,10,2,3,0,4,-2,,,0,0,0,0,0
,,,,M,,15,401,1,603642576,,69ed6ed9-2d25-4e1e-aee6-4c75e86e3c08,K,0,0,0,0,1,1,WBRI,0,,Y,,,7,8,1,1,1,1,,,,,,,,,,,,,,,,,4,6,5,4,1,4,4,1,5,1,3,5,5,1,2,3,3,4,2,19,3,2,0,0,,-1,0,6,0,8,0,2,6,3,0,3,0,,,0,0,0,0,0
,,,,M,,15,401,1,786305110,,55e0acf3-d47a-4ebf-9c95-eb39ae375365,N,0,0,0,0,1,3,APKN,0,Y,,,,8,10,1,1,1,1,1,1,,,,,1,,1,1,,,1,,,,5,,5,4,5,6,9,8,5,4,5,12,18,6,8,6,4,4,3,50,3,2,0,0,,-1,0,18,0,13,-1,15,0,7,0,6,-1,5,1,0,0,0,0,0
,,,,M,,15,401,0,720630143,,2259bd6a-a2e6-42e2-a5d3-d1ba01b9f873,N,0,0,0,0,1,3,APKN,0,,Y,Y,Y,10,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,6,3,2,3,9,9,9,8,8,10,,18,18,10,8,8,9,8,8,90,2,3,,,,,,28,,26,,26,0,,,,,6,1,0,0,0,0,0
,,,,F,,15,401,1,703604905,,13faddea-c9ae-4ebb-a1f0-9ff7fee1cab2,N,0,0,0,0,1,2,WBRI,0,,,,,4,5,1,1,1,,,,,,,,,,,,,,,,,,4,4,3,3,0,5,3,0,1,0,3,9,5,1,0,0,4,5,1,17,1,2,0,0,,0,0,1,0,7,0,1,8,2,0,,,,,0,0,0,0,0
,,,,F,,15,401,1,728037363,,8c330672-afc3-4453-bb80-3ffc20c3c528,K,0,0,0,0,1,3,WBRI,0,,,Y,,6,5,1,1,1,1,,,1,,1,,1,,,,1,,,,,,4,,3,2,3,4,2,5,1,2,4,7,4,4,3,2,3,1,0,28,3,2,-1,-1,,-1,-1,13,-1,5,-2,2,7,3,0,2,-2,,,0,0,0,0,0
,,,,M,,15,401,0,817813339,,91976eb6-dfe8-4d2b-9ed6-e9a5f07b2b53,N,0,0,0,0,2,3,,0,,,Y,Y,10,9,1,1,1,1,1,,,,1,1,,,,,1,1,1,,,,4,6,0,2,5,3,6,5,6,4,,10,14,7,5,6,5,6,6,58,3,3,,,,,,17,,17,,21,0,3,0,3,0,,,0,0,0,0,0
,,,,F,,15,401,1,691057565,,e14af01f-2922-451f-8c3b-7cc003a44f98,K,0,0,0,0,1,3,AIND,0,Y,Y,Y,Y,8,7,1,1,1,,1,1,,1,1,1,1,1,1,,1,1,1,,,,5,6,5,5,5,2,8,7,2,5,5,8,16,7,7,7,9,6,6,73,3,3,1,1,,0,1,20,1,23,2,18,7,7,2,,,6,1,0,0,0,0,0
,,,,M,,15,401,1,694192536,,db6996af-1919-4d7a-a7da-37d57f78ce34,K,0,0,0,0,1,2,MWBC,0,,,,,5,6,1,1,1,,,,1,1,,,,,,,,,,,,,,4,3,2,1,8,4,2,0,0,4,16,5,3,3,0,3,4,1,35,2,2,0,0,,1,0,6,0,8,0,7,2,,,,,,,0,0,0,0,0
,,,,M,,15,401,1,749038868,,cb8dbf73-65e6-4041-9901-29b212ebb705,N,0,0,0,0,2,4,MOTH,0,Y,Y,Y,Y,10,10,1,1,1,1,1,1,1,,1,1,1,,1,1,1,1,1,,,,4,6,3,3,7,4,8,7,8,3,5,9,17,8,8,7,5,6,4,71,3,2,0,0,,-1,2,24,0,18,0,19,0,5,0,5,0,,,0,0,0,0,0
,,,,F,,15,401,1,759859904,,d8a1ad32-76c7-4b5a-97f7-64110cab7711,N,0,0,0,0,1,1,WBRI,0,Y,,Y,,7,7,1,1,1,1,1,1,1,,1,,1,1,1,,,,,,,,3,4,3,3,3,6,4,2,4,3,2,11,8,5,2,1,5,2,2,39,3,3,2,2,,2,3,14,3,10,2,8,2,1,1,1,3,3,0,0,0,0,0,0
,,,,M,,15,401,1,816122573,,c5bb0a48-93eb-40bf-b743-5af4846dd087,N,0,0,0,0,1,2,WBRI,0,,,Y,,10,9,1,1,1,1,,,1,1,1,1,1,1,,,,,,,,,4,4,3,3,5,7,7,7,5,0,4,12,16,7,6,8,7,8,5,65,3,3,1,1,,0,1,23,2,20,0,23,3,4,0,3,0,,,0,0,0,0,0
,,,,M,,15,401,0,758729366,,328e8825-3da0-4c5d-98e9-b10a6fa4d2d3,N,1,0,0,1,1,2,REFU,0,,,Y,Y,7,7,1,1,1,,1,,1,,,1,,,,,,,,,,,,4,1,1,2,3,1,0,0,2,,11,4,1,1,1,4,3,3,35,2,3,,,,,,4,,11,,9,5,,,,,,,0,0,0,0,0
,,,,F,,15,401,0,790181963,,622251f0-f684-4435-80f1-97c77d9a651c,N,1,0,0,0,2,4,AIND,0,Y,Y,,Y,9,7,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,,,,,3,,1,0,6,9,4,5,5,1,,17,11,6,3,3,7,6,5,70,3,3,,,,,,17,,20,,24,2,,,2,0,,,0,0,0,0,0
,,,,F,,15,401,0,538564298,,cb349036-5f7a-4cde-99a3-404388cb3bba,K,0,0,0,0,1,3,WBRI,0,Y,Y,,Y,5,6,1,1,1,1,1,1,,,1,1,1,1,1,1,,,,,,,3,2,1,1,4,7,3,4,8,3,,13,5,2,5,2,4,4,1,44,1,2,,,,,,7,,10,,8,1,,,5,1,,,0,0,0,0,0
,,,,M,,15,401,1,796828160,,f972d68e-288d-46c8-98a0-8b1036317c22,N,0,0,0,0,1,4,WBRI,0,,,Y,Y,9,11,1,1,1,1,,,,1,1,1,1,1,1,,,,,,,,4,5,4,3,5,6,8,5,5,2,5,14,16,6,7,7,8,7,7,65,3,3,0,0,,-1,0,21,0,23,0,25,0,7,0,6,0,,,0,0,0,0,0
,,,,F,,15,401,1,716881298,,f5b12e66-6f98-4c69-99a0-a3d092975be3,N,1,0,0,1,2,1,APKN,0,,,Y,,7,7,1,1,1,1,,,1,,1,,1,1,,,,,,,,,4,4,5,5,3,7,4,2,4,0,4,12,7,4,1,2,4,3,2,41,3,2,0,0,,0,0,11,0,11,0,4,6,4,0,3,0,,,0,0,0,0,0
,,,,M,,15,401,1,757491368,,78060f1f-d76a-470c-a3ef-f49e6fb94cc8,N,0,0,0,0,2,3,APKN,0,Y,,Y,Y,10,9,1,1,1,1,1,1,1,1,1,1,1,,,,,,1,,,,3,4,3,3,5,6,6,5,3,3,5,13,13,6,5,5,6,7,4,64,3,3,0,0,,0,1,18,0,19,0,12,6,4,0,,,4,0,0,0,0,0,0
,,,,M,,15,401,1,807889834,,14da30b3-50fe-46d3-a373-6b7c48638cd2,N,1,0,0,1,2,3,WOTH,0,Y,,,Y,9,9,1,1,1,,,,,,1,1,1,,,,,,1,,,,,6,2,2,3,4,6,6,0,1,4,9,11,6,7,7,6,5,2,49,3,3,0,0,,0,2,22,1,17,0,16,1,2,2,,,,,0,0,0,0,0
,,,,M,,15,401,1,639579357,,44a5cc34-fec7-4bb9-b1ab-40eb6f0fbe10,K,0,0,0,0,1,1,APKN,0,,,,,4,5,1,1,1,,,,,,,,,,,,,,,,,,,6,4,5,0,6,2,3,1,0,4,6,2,0,1,0,0,0,0,4,1,2,-2,-2,,-2,-1,0,-2,1,-2,0,5,4,0,,,,,0,0,0,0,0
,,,,M,,15,401,1,654657393,,00588b69-f182-46a2-8e39-d0909a0a02af,N,0,0,0,0,1,3,WBRI,0,,,Y,,9,10,1,1,1,,,,1,,,1,,1,,,,,1,,,,3,4,3,4,3,9,8,7,2,2,5,17,15,5,6,4,5,7,6,61,2,3,1,1,,1,1,13,0,15,0,18,0,6,1,,,,,0,0,0,0,0
,,,,M,,15,401,1,746543569,,cc544bf6-e2b8-4f42-9c1b-7b9376ca9048,N,0,0,0,0,1,2,APKN,0,Y,Y,,Y,6,9,1,1,1,1,,1,,,1,,1,1,1,1,1,,,,,,5,5,4,5,4,8,7,7,8,3,4,12,11,3,5,6,6,5,5,46,2,2,0,0,,0,1,12,1,14,0,12,0,5,1,5,0,,,0,0,0,0,0
,,,,M,,15,401,1,778126184,,e6ffd627-1c44-4b31-88e5-0ed1ece91023,E,1,0,0,1,1,2,WBRI,0,,,,,8,7,1,1,1,1,,1,1,1,,,,,,,,,,,,,5,4,5,4,4,7,4,6,6,1,4,14,10,5,6,5,4,1,1,55,3,2,0,0,,1,0,15,0,8,-1,8,1,3,0,2,0,,,0,0,0,0,0
,,,,F,,15,401,0,777228297,,f3760ccc-c15d-4b77-b050-d6d06111afb2,N,0,0,0,0,1,4,APKN,0,Y,Y,Y,,10,10,1,1,1,1,1,1,1,,1,,,,,,1,1,1,,,,,2,0,0,6,2,6,6,5,8,,7,13,7,7,5,7,5,6,65,3,3,,,,,,21,,21,,23,0,,,,,4,1,0,0,0,0,0
,,,,F,,15,401,1,781123678,,89f40854-51c6-46cb-bd32-83d7bc8a0218,N,1,0,0,1,1,3,WBRI,0,Y,,Y,,8,8,1,1,1,,1,1,1,1,1,,1,1,,,1,,,,,,5,5,4,4,5,7,2,3,1,6,5,14,4,6,3,4,6,5,3,57,3,3,0,0,,2,0,15,1,16,0,16,2,5,1,,,4,0,0,0,0,0,0
,,,,F,,15,401,1,644762124,,a13703ac-e97a-4545-b46a-4ced043e5a12,E,0,0,0,0,1,2,WBRI,0,Y,,Y,,5,6,1,1,1,1,1,1,1,,,,,,1,1,,,,,,,6,6,3,3,2,6,2,3,7,3,4,7,3,3,3,5,2,2,2,27,2,2,0,0,,0,0,9,0,6,0,2,2,4,0,4,1,5,0,0,0,0,0,0
,,,,M,,15,401,1,681403784,,8ec320fb-7823-4709-8171-6994d8cb9c42,N,0,0,0,0,2,1,BAFR,0,,,Y,Y,9,10,1,1,1,,,,1,1,1,,1,1,,1,1,1,,,,,5,5,5,5,5,8,5,6,0,3,5,16,10,8,7,4,8,7,8,76,2,3,2,3,,3,1,22,3,24,3,24,3,5,2,,,5,1,0,0,0,0,0
,,,,F,,15,401,1,675435892,,2570379c-2227-42c1-a363-6046ae3b7129,N,1,0,0,1,1,2,WBRI,0,,,Y,,6,8,1,1,1,1,,,1,1,1,,1,,1,,,,,,,,4,6,5,5,3,8,3,2,2,0,4,13,3,5,4,1,1,1,1,33,3,2,0,0,,2,0,10,0,5,-1,4,0,4,0,3,0,,,0,0,0,0,0
,,,,M,,15,401,1,794552205,,eb30402e-ff7b-4b26-9203-4af239f703a1,N,0,0,0,0,1,4,WBRI,0,,,Y,Y,10,9,1,1,1,1,,,1,1,1,,1,1,1,1,,,1,,,,5,4,4,3,6,4,7,6,6,1,5,7,13,7,4,6,5,6,6,57,3,3,0,0,,0,0,21,0,17,0,13,2,5,0,4,0,,,0,0,0,0,0
,,,,F,,15,401,0,784907878,,a25c6958-6797-42da-86c2-441a9db063a9,N,1,0,0,1,1,4,APKN,0,Y,,,,10,9,1,1,1,1,1,,1,1,,,,,1,1,1,1,1,,,,5,4,1,1,4,8,2,3,5,3,,16,5,6,5,4,7,6,6,58,3,3,,,,,,17,,20,,16,4,,,,,,,0,0,0,0,0
,,,,F,,15,401,1,675293176,,d60ca1c3-04e8-446b-a50c-14df41141901,N,0,0,0,0,1,3,APKN,0,,,Y,Y,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,5,4,3,3,7,7,9,6,5,6,4,14,17,7,6,5,8,8,7,82,3,3,1,1,,1,2,22,1,24,1,22,1,4,1,,,4,0,0,0,0,0,0
,,,,M,,15,401,1,771495387,,5395e325-174c-4986-8ca9-5fb0773fcb86,N,0,0,0,0,1,4,APKN,0,Y,,Y,Y,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,,,,5,5,3,4,7,8,7,6,4,7,5,16,15,8,8,8,8,5,7,80,3,3,0,0,,0,0,25,0,22,0,24,1,5,0,,,5,0,0,0,0,0,0
,,,,M,,15,401,1,637013461,,5c1d6b51-7d55-48c8-b831-8def40676b51,N,0,0,0,0,1,3,WBRI,0,Y,,Y,Y,8,8,1,1,1,1,1,1,,,,1,,,1,1,1,,,,,,6,4,3,2,3,2,2,4,7,7,5,6,4,3,5,4,5,5,2,36,2,2,0,0,,0,-1,8,0,12,0,11,2,,,6,0,5,0,0,0,0,0,0
,,,,F,,15,401,1,811273794,,110459a1-495d-4d31-b56b-0916e74e78d3,N,0,0,0,0,1,2,WBRI,0,,,Y,,11,9,1,1,1,1,1,,1,1,1,,1,,,,1,1,1,,,,5,5,5,5,7,8,7,7,4,3,5,17,15,7,6,6,10,8,8,79,3,3,1,1,,2,0,22,0,26,3,24,7,6,0,5,0,5,0,0,0,0,0,0
,,,,M,,15,401,0,697532153,,e1da98ff-5dfc-402b-bc87-d054913f74b0,N,1,0,0,1,1,4,WBRI,0,Y,,,Y,6,8,1,1,1,1,1,,,,1,,1,,,1,1,1,,,,,2,3,1,1,4,8,8,5,5,7,,12,15,6,6,5,5,5,7,54,2,3,,,,,,15,,15,,11,1,,,,,,,0,0,0,0,0
,,,,M,,15,401,1,582210454,,261b3dfd-fdfa-4c82-baf0-a5ab8681575a,K,0,0,0,0,1,1,WBRI,0,,,,Y,7,7,,1,1,1,1,1,,,,,,,1,,1,1,1,,,,,4,5,4,1,2,3,1,5,7,4,5,3,1,1,4,1,2,1,14,2,2,0,0,,0,0,3,0,3,-1,0,3,5,0,5,1,5,0,0,0,0,0,0
,,,,F,,15,401,1,770159387,,921afb3d-2b45-4747-9025-cc00319d4859,N,0,0,0,0,1,2,WBRI,0,,,Y,Y,7,7,1,1,1,1,,,1,1,1,1,1,1,1,1,,,,,,,5,5,5,4,3,5,3,2,5,0,4,10,5,6,2,2,7,5,5,53,3,3,1,1,,2,1,14,1,18,2,13,4,3,0,3,0,,,0,0,0,0,0
,,,,M,,15,401,1,612064019,,10b500de-80c3-4fb8-b0b1-145547d4b486,N,0,0,0,0,1,3,APKN,0,Y,Y,,,5,4,1,1,1,,,,1,1,1,,,,,,,,,,,,5,6,2,3,0,3,3,1,0,0,4,7,8,2,3,1,3,2,0,23,2,2,0,0,,0,0,4,-1,6,-1,5,5,,,,,,,0,0,0,0,0
,,,,F,,15,401,1,686670755,,898aed97-dd97-4b79-a89e-bf03d61daf13,N,0,0,0,0,1,3,WBRI,0,,,Y,Y,8,9,1,1,1,,1,,,1,1,1,,1,,,1,1,1,,,,6,,3,4,5,7,9,8,0,8,5,16,18,7,8,7,6,6,5,77,2,2,0,0,,0,0,21,0,20,0,16,0,,,,,6,0,0,0,0,0,0
