candidate_number,forvus_index_number,surname,forename,gender,date_of_birth,age,pupil_inclusion_status_flag,pupil_included_in_progress_8_calculations,la_establishment_number,school_urn,upn,sen,has_the_pupil_been_eligible_for_fsm_in_the_last_6_years,is_the_pupil_looked_after,is_the_pupil_disadvantaged,eal_group,ks2_prior_band,students_ethnicity,did_the_pupil_join_within_the_last_2_yrs,took_english_bacc_9_4,took_english_bacc_9_5,took_english_and_maths_gcses_9_4,took_english_and_maths_gcses_9_5,entries,gcse_entries,entry_english_ebacc,entry_maths_ebacc,entry_science_ebacc,entry_humanities_ebacc,entry_language_ebacc,entry_all_ebacc,achieved_english_ebacc_9_4,achieved_english_ebacc_9_5,achieved_maths_ebacc_9_4,achieved_maths_ebacc_9_5,achieved_science_ebacc_at_grade_9_4,achieved_science_ebacc_at_grade_9_5,achieved_humanities_ebacc_at_grade_9_4,achieved_humanities_ebacc_at_grade_9_5,achieved_language_ebacc_at_grade_9_4,achieved_language_ebacc_at_grade_9_5,entry_triple_science,entry_multiple_languages,ks2_reading_level_finely_graded,ks2_mathematics_finely_graded,ks2_reading_ta_level,ks2_mathematics_ta_level,ks2_reading_ps,ks2_maths_ps,pupil_level_ebacc_average_point_score,point_score_in_english_ebacc_subject_area,point_score_in_maths_ebacc_subject_area,point_score_in_science_ebacc_subject_area,highest_point_score_achieved_in_humanities_ebacc_subject_area,highest_point_score_achieved_in_language_ebacc_subject_area,prior_attainment_score_in_english_and_mathematics,score_achieved_in_english,score_achieved_in_mathematics,score_achieved_in_1st_ebacc_slot,score_achieved_in_2nd_ebacc_slot,score_achieved_in_3rd_ebacc_slot,score_achieved_in_1st_open_slot,score_achieved_in_2nd_open_slot,score_achieved_in_3rd_open_slot,attainment_8_score,ebacc_slots_filled,open_slots_filled,pupils_adjusted_progress_8_score,pupils_unadjusted_progress_8_score,pupils_progress_8_score_has_been_adjusted_due_to_extreme_negative_score,progress_8_score_for_english,progress_8_score_for_mathematics,score_achieved_in_ebacc_slots,progress_8_score_for_ebacc_slots,score_achieved_in_open_slots,progress_8_score_for_open_slots,total_score_achieved_in_open_slots_gcses_only,total_score_achieved_in_open_slots_non_gcses_only,ks2_4_predicted_ps_for_ebacc_science_va,ebacc_science_va_score,ks2_4_predicted_ps_for_ebacc_humanities_va,ebacc_humanities_va_score,ks2_4_predicted_ps_for_ebacc_language_va,ebacc_language_va_score,pupil_level_science_pathway_flag
,,,,M,,15,401,1,768995297,,982c1bbe-eb84-413d-9e5f-21fa3d7ac4cb,N,0,0,0,1,3,WBRI,0,Y,,Y,,10,10,1,1,1,1,1,1,1,,1,,1,1,1,1,,,1,,5.105263158,4.96969697,5,5,4,4,3,6,4,5,3,4,5,12,9,4,4,4,5,6,3,43,3,2,0,0,,0,0,11,0,13,0,10,3,6,-1,6,0,5,-2,0
,,,,F,,15,401,1,580302351,,10e9f79d-0d17-474e-bc8a-7c1644740835,N,1,0,1,1,4,WBRI,0,Y,Y,Y,Y,7,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,5.473684211,5.636363636,4,,4,5,7,9,10,8,9,8,5,17,19,8,8,8,8,8,6,86,2,2,1,1,,1,1,24,0,26,1,26,1,,,,,6,0,0
,,,,F,,15,401,1,663860093,,93f67742-e878-41fe-94f9-11199bd092da,K,1,0,1,1,1,WBRI,0,,,,,6,5,1,1,1,,,,1,1,1,,1,,,,,,,,5.736842105,4.470588235,5,4,5,5,2,6,0,7,2,1,4,12,2,4,3,2,6,6,4,39,2,2,0,0,,2,-1,10,0,21,0,19,3,4,0,,,5,0,0
,,,,M,,15,401,1,818531142,,3731a964-3282-4668-bb10-089f5ead400c,N,0,0,0,1,4,WENG,0,,,Y,Y,10,8,1,1,1,1,,,1,1,1,1,1,1,,,1,1,,,,,5,5,3,3,6,5,5,7,1,1,5,11,14,8,7,5,7,7,7,80,3,3,-1,-1,,-1,-1,24,-1,23,0,22,4,6,0,,,,,0
,,,,M,,15,401,1,610297099,,5f31d797-562f-4b43-b06b-1cadc8d0790d,N,0,0,0,1,3,WBRI,0,,,Y,,9,11,1,1,1,1,1,,1,1,1,1,1,1,,1,,,1,,5.368421053,5.409090909,5,4,5,5,4,7,8,5,8,3,5,13,12,6,5,5,4,6,6,57,3,3,0,0,,0,0,19,0,14,0,16,2,5,1,4,1,,,0
,,,,M,,15,401,1,692297984,,76f84c4e-b3cc-44a1-a6c9-cdcfceafb227,N,0,0,0,1,4,WBRI,0,,,Y,,8,10,1,1,1,1,1,1,1,1,1,1,1,1,,,1,1,1,,5.631578947,5.772727273,5,5,4,4,6,7,8,8,5,7,5,12,13,7,8,6,4,5,5,61,2,2,0,0,,-1,0,23,0,19,0,16,1,7,0,6,0,6,-1,0
,,,,M,,15,401,1,674966175,,3c894a69-4b11-4306-b998-5864ba30b1ea,K,1,0,1,1,2,AIND,0,,,,Y,8,8,1,1,1,1,1,1,,,,,,,,,,,,,4.307692308,4.606060606,W,2,2,1,2,6,3,3,1,6,4,10,7,3,3,2,2,2,1,32,3,2,0,0,,0,-1,10,-1,14,0,10,3,4,-2,,,4,0,0
,,,,F,,15,401,1,552589758,,4e60be4c-5057-4f1c-ba14-e1d35d46ecdf,N,1,0,1,1,2,WBRI,0,,,,,4,6,1,1,1,,,,,,,,,1,,,,,,1,3,4.212121212,4,6,5,5,1,5,5,3,1,1,5,6,7,3,3,0,1,1,1,17,2,2,0,-1,,0,0,7,0,2,-2,1,0,6,0,,,,,0
,,,,M,,15,401,1,731891973,,52a41b20-0385-42bd-b249-9065d9aaf5aa,N,0,0,0,2,3,APKN,0,,,Y,Y,10,10,1,1,1,1,1,,1,,1,1,1,1,1,1,,,1,,,5.818181818,2,5,5,5,6,4,7,7,5,4,5,7,14,7,6,8,4,2,5,64,3,3,0,0,,-1,1,21,0,11,0,8,4,7,0,7,0,5,0,0
,,,,M,,15,401,1,769826734,,67770b66-8b93-42e1-a4e9-f9673674dbaa,N,1,0,1,1,2,APKN,0,,,,,9,7,1,1,1,1,,,,,,,,,,,,,,,4.615384615,4.96969697,4,4,3,4,4,1,2,5,0,1,4,6,10,5,4,4,4,3,2,50,3,3,-1,-1,,-2,0,13,-1,9,-2,5,6,4,-2,,,,,0
,,,,F,,15,401,0,749714034,,a43f13d6-fd8b-4831-b3ca-9c9ac37d230e,N,0,0,0,1,4,WBRI,0,Y,Y,Y,Y,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,5.421052632,5.818181818,,4,0,2,7,8,6,8,8,5,,17,15,9,8,8,8,8,8,83,3,3,,,,1,1,26,1,23,,23,0,,,,,,,0
,,,,F,,15,401,1,805008422,,e07ce142-04b8-4f9a-a230-09dbf41b818c,N,0,0,0,1,4,WBRI,0,Y,Y,Y,Y,10,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,5.578947368,5.818181818,5,5,5,5,7,8,10,6,5,5,5,15,19,9,6,6,8,7,6,81,3,3,1,1,,1,2,25,1,21,0,20,1,7,0,7,0,5,0,0
,,,,F,,15,401,1,690002524,,8cbeab8c-ca6d-4a40-aebe-b79b1e6607fb,N,0,0,0,2,3,WBRI,0,,,Y,,7,7,1,1,1,,1,1,1,,1,,1,1,,,1,1,1,,5.157894737,5.590909091,5,5,3,3,2,5,5,2,1,7,5,9,8,2,1,2,3,2,1,29,2,2,-2,-2,,-1,-1,5,-2,5,-3,2,7,,,,,5,0,0
,,,,F,,15,401,0,795081440,,9ba08abe-a60d-446c-81e9-8fcad1fd9742,N,1,0,0,1,4,WBRI,0,Y,,Y,,8,8,1,1,1,,1,,1,1,1,1,1,,,,1,1,1,,,5.727272727,5,5,2,2,6,7,6,4,2,6,,15,14,7,5,7,7,5,3,67,3,3,,,,0,0,23,0,13,,11,0,,,,,5,-1,0
,,,,M,,15,401,1,779851202,,b5339af8-c8c7-4229-8b01-a2a031e80080,N,0,0,0,1,3,MOTH,0,,,Y,,10,11,1,1,1,,1,,1,,1,1,1,,,,,,1,,5.473684211,5.590909091,,6,2,3,5,9,7,7,1,2,4,16,13,6,6,6,6,7,5,59,3,3,0,1,,0,1,21,0,20,0,21,1,4,0,,,,,0
,,,,M,,15,401,1,685427669,,caf5f8e1-650e-4d0c-9fe0-0cfbe7486a2e,K,0,0,0,1,2,WBRI,0,,,,Y,7,7,1,1,1,,1,,1,,,,,,,,,,,,4.692307692,4.363636364,5,4,5,3,2,4,5,3,0,4,4,7,7,2,4,1,4,2,3,35,2,2,0,0,,-1,0,7,0,13,0,5,6,4,1,,,,,0
,,,,M,,15,401,1,684039719,,a4208352-fcdd-49e6-ac3f-5fdeb2f88004,K,0,0,0,1,3,APKN,0,,,,Y,6,8,1,1,1,,1,,,,,,,,,,1,,1,,5.263157895,5.681818182,4,4,4,5,1,2,3,0,1,4,5,3,4,1,1,1,5,1,1,18,2,2,-2,-2,,-3,-1,2,-2,7,-1,5,1,6,-2,,,,,0
,,,,M,,15,401,1,745011951,,cfe42840-109b-44de-8c21-5dc82448df3a,N,0,0,0,1,3,WBRI,0,Y,,Y,Y,10,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,5.473684211,5.681818182,2,5,5,5,5,5,4,7,7,3,5,11,9,7,7,6,8,8,7,70,3,3,0,0,,0,-1,23,0,22,1,18,7,6,0,6,0,5,1,0
,,,,F,,15,401,1,808820812,,c877769f-f082-45f1-a86c-af587697b1e4,N,0,0,0,1,4,APKN,0,Y,Y,Y,Y,9,8,1,1,1,1,1,1,1,1,1,1,,,1,,1,1,,,5.526315789,5.727272727,5,5,3,2,7,9,5,7,8,7,5,18,13,10,8,7,8,8,8,84,3,3,1,1,,2,0,26,1,26,2,26,3,5,0,6,1,5,0,0
,,,,M,,15,401,0,781568180,,cb05602a-6c41-4d6f-bbfc-baf89bcbb57f,N,0,0,0,1,4,APKN,0,,,Y,Y,11,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,,,4,2,1,7,7,8,8,5,5,,16,19,8,8,7,7,6,7,84,3,3,,,,0,0,24,0,19,,17,0,,,,,5,-2,0
,,,,M,,15,401,1,778060188,,d9c241ff-c133-434c-b9b6-20d46225513b,N,0,0,0,1,1,WBRI,0,,,,,9,8,1,1,1,1,,,1,1,,,,1,1,,,,1,,4,4.242424242,5,5,4,4,3,6,4,2,2,2,3,13,9,6,4,2,5,4,3,52,3,3,1,1,,2,2,16,1,13,1,14,3,2,1,3,1,,,0
,,,,M,,15,401,1,704783568,,52e95c53-d128-4a6a-b0a8-5fa0e49d3840,K,1,0,0,2,2,WBRI,0,,,,,5,6,1,1,1,,,,,,,,,,,1,,,,,5.631578947,5.181818182,,3,2,2,1,5,3,1,4,0,3,8,3,2,2,1,4,3,0,19,2,2,-1,-2,,0,-2,7,-2,9,-1,9,2,,,,,,,0
,,,,M,,15,401,1,737650592,,f61d9818-c6e1-430b-8800-99e348be4e77,K,0,0,0,1,3,WBRI,0,Y,,Y,Y,6,8,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,5.315789474,,5,5,5,5,6,8,8,7,5,6,5,13,13,8,6,5,6,2,2,53,3,2,0,-1,,-1,0,22,0,8,-2,9,0,7,0,6,0,6,1,0
,,,,F,,15,401,1,686666106,,4c0a337b-39d6-4d95-bf00-4e8c63eb84bc,K,0,0,0,1,2,APKN,0,Y,,Y,,9,8,1,1,1,1,1,1,1,1,1,,1,,1,1,,,,,5.052631579,5.136363636,5,6,5,4,6,8,6,4,6,5,4,16,13,5,6,4,7,7,6,68,3,3,0,0,,1,1,16,0,21,1,19,7,5,0,5,0,4,-1,0
,,,,M,,15,401,1,680706478,,70a8cbc1-6db5-4a67-94d2-0fe902dea80b,N,0,0,0,2,3,MWAS,0,Y,Y,,Y,8,9,1,1,1,,1,1,,,,1,,1,,1,1,1,1,1,5.105263158,5.818181818,4,,3,3,5,6,7,7,2,8,5,13,11,6,6,6,7,7,5,58,2,2,0,-1,,-1,-1,15,0,12,-1,14,0,,,,,5,2,0
,,,,M,,15,401,1,554927439,,3a33b8f3-02a2-4cba-a2ba-60fec8197a84,N,0,0,0,1,1,APKN,0,,,,,6,8,1,1,,1,1,,,,,,,,1,1,,,1,,4.307692308,4.454545455,4,4,5,5,0,6,2,1,6,3,4,9,1,2,2,4,3,2,2,18,2,2,0,0,,-1,0,3,0,5,0,0,6,5,0,5,0,5,0,0
,,,,M,,15,401,1,707510239,,47cbf2c8-4742-4151-ab33-725c2fa3f6b7,N,0,0,0,1,4,WBRI,0,,Y,Y,Y,11,12,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,,5.315789474,5.636363636,5,4,2,2,6,8,8,5,7,5,4,16,16,8,6,5,8,7,5,71,3,3,0,0,,0,0,23,0,16,0,13,2,,,4,0,4,0,0
,,,,M,,15,401,1,725881358,,4b4728ab-806a-4406-8dd7-c86e059746c7,N,0,0,0,1,3,WBRI,0,,,Y,Y,10,11,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,,1,,5.263157895,5.318181818,5,5,5,5,4,6,4,0,9,3,5,10,7,5,1,5,3,4,4,43,3,3,0,0,,0,0,16,0,11,0,6,2,5,0,4,0,5,0,0
,,,,F,,15,401,1,810790609,,4db74a51-5d4a-4b2a-aec6-7442f9b25676,N,0,0,0,1,3,APKN,0,,,Y,Y,9,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,5.315789474,5.863636364,5,5,5,5,6,5,5,3,6,4,5,11,12,7,4,5,6,5,5,60,3,3,1,1,,1,1,19,1,12,0,8,5,6,0,6,1,5,1,0
,,,,F,,15,401,1,649656491,,c2e8c582-c7f6-4632-9f44-507ff12fc8f2,N,0,0,0,1,3,WBRI,0,,Y,Y,Y,9,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,5.210526316,5.545454545,3,1,5,5,6,7,7,5,7,3,5,14,16,6,4,7,6,4,7,74,3,3,-1,-1,,0,-1,18,-1,21,-1,17,1,7,0,7,-1,6,-1,0
,,,,F,,15,401,1,679375877,,2dd2fe48-63c0-48fc-9863-9dfcef2edc66,N,0,0,0,2,2,MWBC,0,,,Y,Y,8,9,1,1,1,,,,1,,1,1,1,1,1,1,1,1,1,,5.684210526,5.454545455,,4,3,2,3,7,2,5,2,2,4,14,6,4,4,0,7,3,2,50,2,2,0,0,,0,0,10,0,16,0,14,3,5,0,,,,,0
,,,,M,,15,401,1,809298593,,f7c945d4-902b-492b-93ba-206cd305a7b7,N,1,0,0,1,2,WBRI,0,,,,Y,9,8,1,1,1,1,1,,1,1,,1,,1,,,,,1,,5.684210526,4.878787879,6,5,4,5,6,7,6,7,5,2,5,14,15,7,8,7,8,7,6,76,3,3,1,1,,0,2,24,1,24,0,26,0,6,1,6,1,6,1,0
,,,,F,,15,401,1,750153349,,c7e1126e-12cd-484a-a44c-377428e32104,N,0,0,0,1,2,WBRI,0,,,Y,,8,9,1,1,1,,1,,,1,,,,1,1,1,,,1,,4.153846154,2.5,6,4,4,3,3,3,3,5,2,2,4,7,7,3,4,4,7,5,4,54,2,2,0,0,,0,0,12,0,16,1,10,1,5,1,,,,,0
,,,,M,,15,401,1,743117177,,04319f5c-a67d-4da5-a839-b9d86b0a0294,N,0,0,0,1,2,WBRI,0,Y,Y,Y,Y,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,1,,5.684210526,5.090909091,5,5,5,5,6,8,9,8,7,5,5,14,15,8,7,8,8,8,7,73,3,3,1,1,,0,2,24,1,23,1,20,4,7,2,6,0,5,-1,0
,,,,F,,15,401,1,703117437,,6a5d2d79-f301-4380-ad63-196ae57bbe94,K,0,0,0,1,2,WBRI,0,Y,Y,,,8,8,1,1,1,1,1,1,1,,,,,,1,1,1,1,1,,5.789473684,5.909090909,4,6,4,3,4,5,4,2,9,6,5,8,8,5,3,2,6,2,1,38,3,2,0,0,,0,1,13,0,11,0,13,2,6,0,6,0,6,0,0
,,,,M,,15,401,1,803026318,,f1eef8cb-af8a-48c8-b641-a983254f6db6,N,0,0,0,2,3,WBRI,0,,,Y,Y,11,9,1,1,1,1,1,,1,1,1,1,1,1,,,1,1,1,1,5.578947368,4.878787879,5,4,5,5,8,5,8,8,3,3,5,13,18,10,8,9,7,8,8,84,3,3,1,1,,0,1,28,2,25,1,24,2,5,0,5,0,4,1,0
,,,,F,,15,401,1,702790367,,5ad3e606-7371-4ede-9aee-af03380ae23d,N,0,0,0,2,1,APKN,0,Y,Y,,Y,7,9,1,1,1,,1,1,1,1,1,1,1,1,1,1,,,1,,4.923076923,4.363636364,3,5,5,5,3,7,6,6,4,4,5,12,9,5,4,3,3,4,3,46,2,2,0,0,,0,0,15,0,15,0,11,0,7,0,7,0,6,0,0
,,,,F,,15,401,1,789399666,,104c3b59-b59d-4422-835a-b3599484fa4c,N,0,0,0,1,3,APKN,0,Y,,Y,Y,10,11,1,1,1,1,1,1,1,1,1,1,1,,1,1,,,1,,5.631578947,4.848484848,5,5,5,5,7,6,7,6,7,6,5,13,16,7,8,8,8,8,6,80,3,3,0,0,,-1,0,23,0,23,0,26,0,5,-1,6,1,5,0,0
,,,,M,,15,401,0,732484302,,55be83be-f050-4432-b0a7-0dd990b9a2e9,N,0,0,0,2,3,AIND,0,,Y,Y,Y,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,5.263157895,,3,,2,1,7,7,6,8,7,3,,15,14,8,8,8,8,8,8,83,3,3,,,,1,0,25,1,25,,26,1,,,,,,,0
,,,,F,,15,401,1,671376321,,6d707c0d-426a-4d0a-a960-4603b44e04f7,N,0,0,0,2,2,APKN,0,Y,Y,Y,Y,8,9,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,,5.315789474,5.5,5,5,4,4,4,6,7,6,6,5,5,9,11,5,7,7,8,6,7,59,3,2,1,1,,0,1,15,1,23,2,18,2,6,1,5,0,4,3,0
,,,,M,,15,401,1,803187072,,e6f6990f-851a-4a64-b926-a61d191dbe98,N,1,0,1,1,3,WBRI,0,,,Y,,9,7,1,1,1,1,,,1,1,1,,,,,,,1,,,5.105263158,5.272727273,5,5,5,5,5,4,2,6,6,0,5,12,9,7,7,4,6,5,5,64,3,2,0,0,,0,0,22,0,20,0,15,3,6,0,4,0,,,0
,,,,F,,15,401,1,807706960,,23d12630-2bed-4af8-8b45-a348d8a36710,N,0,0,0,2,3,AIND,0,Y,,Y,Y,10,9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,5.578947368,5.681818182,4,4,4,4,8,5,6,8,5,5,5,14,15,8,8,8,8,7,8,82,2,3,1,0,,0,0,25,1,25,1,24,1,5,2,,,5,1,0
,,,,F,,15,401,1,621130112,,609c07c8-f657-4a3f-af8f-f0672ab0f288,N,0,0,0,1,3,WBRI,0,,,Y,,4,6,1,1,1,1,,,1,,1,,1,,,,,,,,5.368421053,4.787878788,4,6,4,4,2,8,5,3,8,2,4,15,5,1,4,6,6,6,1,26,3,2,0,0,,1,0,5,0,11,0,8,1,4,0,4,0,3,1,0
,,,,F,,15,401,1,782060849,,2501a2cb-efd8-4945-b1e5-4eca3237b3cc,N,0,0,0,1,4,WBRI,0,Y,,Y,Y,11,9,1,1,1,1,1,,1,1,1,1,1,1,,1,1,1,1,,,,5,5,4,4,8,5,6,7,3,5,5,13,17,9,8,7,8,8,8,88,3,3,1,1,,0,1,27,1,25,1,25,1,4,2,5,-1,5,1,0
,,,,M,,15,401,1,668872857,,ca6e0fcf-cc94-4472-88a4-46e72e75c4d6,N,0,0,0,1,3,APKN,0,Y,Y,Y,Y,10,10,1,1,1,,1,1,1,1,1,1,,,,,1,1,1,,5.105263158,5.545454545,4,5,4,4,4,5,5,7,4,6,5,13,10,4,5,6,5,2,5,49,3,3,-1,-1,,-1,-1,13,-1,13,-1,14,1,6,0,,,5,0,0
,,,,F,,15,401,1,788026933,,8412bbd5-6510-47ad-ba20-da2133bbac00,K,1,0,1,1,4,APKN,0,Y,Y,Y,Y,9,10,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,,5.631578947,5.590909091,5,6,3,3,5,6,7,3,5,2,4,13,14,6,3,5,4,5,5,67,3,3,1,1,,1,1,19,1,16,1,9,3,4,1,3,1,,,0
,,,,M,,15,402,1,814047523,,3a8c30f2-f546-4527-b58b-5551adfd006e,K,0,0,0,1,3,MWBC,0,Y,,Y,Y,9,7,1,1,1,,1,,1,1,1,1,1,1,1,1,1,1,1,,5.684210526,5.681818182,5,5,5,5,6,5,5,4,3,4,5,12,13,8,5,7,7,7,6,73,3,3,1,0,,0,0,22,0,23,1,17,9,7,0,6,2,6,1,0
,,,,F,,15,401,1,653160914,,582cb6bd-711e-419f-983f-516b201ab14b,K,0,0,0,2,2,APKN,0,,Y,Y,,8,9,1,1,1,1,,,1,,1,1,,,1,,,1,,,4.384615385,4.727272727,6,6,2,2,4,5,4,2,8,4,3,7,6,6,3,5,4,4,4,34,3,3,1,1,,1,1,14,1,14,0,15,3,,,3,2,,,0
,,,,M,,15,401,1,518379739,,2d03cfcb-1735-4899-ba4c-904e6affeb63,N,0,0,0,2,1,APKN,0,,,Y,,4,6,1,1,1,,,,,1,,,,,,1,,,,,5.157894737,4.03030303,4,,4,4,0,5,4,1,2,1,2,6,3,1,1,1,3,5,3,24,2,2,1,1,,1,1,3,1,11,2,7,4,2,2,,,,,0
,,,,F,,15,401,1,800243670,,4be44dc3-32a4-4e86-97b9-632e4ad3a320,N,0,0,0,1,3,WBRI,0,Y,Y,Y,Y,11,11,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,5.263157895,5.681818182,5,4,4,4,8,8,8,8,5,6,5,16,17,9,8,8,8,8,8,83,3,3,1,1,,1,1,26,1,25,2,26,2,6,1,,,5,2,0
,,,,F,,15,401,1,782803289,,d2116d24-3251-4eb1-ab55-8a27ce3bde5e,N,0,0,1,2,3,APKN,0,Y,Y,Y,Y,12,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,5.263157895,5.590909091,4,4,4,4,8,9,9,8,7,9,5,17,20,10,8,8,8,8,8,89,3,3,1,1,,1,0,28,1,26,1,26,1,7,0,6,1,5,-1,0
,,,,M,,15,401,0,748986811,,7c245767-1bc9-4c85-aee8-a87afbde8b50,N,0,0,0,1,3,WBRI,0,,,,,8,10,1,1,1,1,,,1,1,1,,,,,,,,,,5.578947368,5.272727273,5,6,1,1,2,5,5,2,4,1,,6,8,3,3,2,4,1,2,36,3,2,,,,0,0,11,0,7,,4,6,,,,,,,0
,,,,F,,15,401,0,640463578,,da563f1f-a560-41e5-ba28-2a60804780b8,N,0,0,0,1,4,APKN,0,,,,,5,8,1,1,1,,1,,1,1,,,,,,,1,1,1,,5.421052632,,4,6,2,2,2,7,4,4,1,5,,13,5,3,3,3,4,1,0,29,2,2,,,,0,-1,10,-2,5,,8,0,,,,,,,0
,,,,F,,15,401,1,687393259,,7fa3b75e-38f2-41dc-a647-c18bbe126963,N,0,0,1,2,2,APKN,0,,,Y,Y,5,5,1,1,1,,,,1,1,,,,,1,,,,,,4.769230769,4.787878788,4,6,2,2,4,8,5,6,6,1,4,14,9,3,6,3,8,5,2,54,2,2,0,1,,2,0,12,0,20,1,9,6,3,0,,,,,0
,,,,F,,15,401,1,768792749,,21c2fdbe-442d-4002-bf95-691d8829ce41,N,0,0,0,1,2,APKN,0,,,,Y,7,7,1,1,1,,,,,1,,,,1,,,,,,,4.230769231,4.818181818,4,,4,4,3,4,5,4,1,0,5,8,10,4,4,4,3,4,3,43,2,2,-1,-1,,0,0,11,-1,13,-1,15,0,6,0,,,,,0
,,,,F,,15,401,1,796912851,,2111e953-444a-41c6-ba58-2bb31c15f3bb,K,0,0,0,1,3,WBRI,0,,,Y,Y,11,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,,5.818181818,5,5,4,4,8,7,7,7,4,4,5,15,18,10,6,6,5,7,7,84,3,3,1,1,,1,1,26,1,23,1,25,0,4,1,,,4,0,0
,,,,F,,15,401,1,763581006,,d97756ec-3492-4ba5-8717-279f76c6ab69,N,1,0,1,1,2,WBRI,0,,,,,8,7,1,1,1,1,1,1,1,,,,,,,,,,,,4,3.607142857,5,4,4,5,2,6,2,2,4,2,4,11,6,2,1,1,3,4,5,30,2,3,-1,-1,,0,-1,5,-3,18,-1,15,8,3,-3,4,-2,5,-1,0
,,,,F,,15,401,1,806446841,,1fd4adff-e2ef-41b0-b6eb-f1309070bc74,N,0,0,0,1,3,APKN,0,,,Y,,10,10,1,1,1,1,,,1,1,1,,1,1,1,1,,,1,,5.210526316,5.863636364,5,4,4,4,5,4,5,4,5,1,5,10,14,6,4,3,7,4,3,60,3,3,0,0,,0,0,19,0,12,0,11,2,6,-1,6,0,,,0
,,,,M,,15,401,1,662362924,,95cf3ffd-6a37-4932-be56-903cd2f3842b,N,0,0,0,1,3,WBRI,0,Y,,Y,Y,6,6,1,1,1,1,,,1,,1,,1,,1,,,,,,5,4.939393939,4,5,3,3,2,4,3,3,6,1,4,6,5,4,4,2,3,3,2,24,2,2,-1,-1,,0,-2,10,-1,8,-1,1,6,3,-1,,,,,0
,,,,F,,15,401,1,668819245,,64daa601-831d-4226-aeb0-6e1ff161b302,N,0,0,0,1,2,WBRI,0,,Y,,Y,7,8,1,1,1,1,,,,1,1,,1,,1,1,,,,,5.105263158,4.333333333,3,5,5,5,3,8,5,1,7,2,4,15,9,3,2,6,6,6,7,47,3,3,1,1,,2,0,8,0,17,1,16,3,3,1,2,1,4,0,0
,,,,F,,15,401,1,735066442,,fecab722-5da5-4858-96fe-ea803b327883,N,1,0,1,1,3,WBRI,0,,Y,,,5,7,1,1,1,1,1,,1,1,,,1,1,,,,1,,,5.105263158,5.227272727,4,5,4,4,5,7,6,8,4,6,5,11,9,5,7,5,4,6,6,50,2,2,0,0,,0,-1,16,0,17,-1,19,0,6,0,5,-1,5,2,0
,,,,F,,15,401,0,773598500,,342342e1-b52b-4b1e-a6a2-4ef105fe7f10,K,0,0,0,1,4,APKN,0,Y,,Y,Y,9,8,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,5.578947368,5.863636364,,6,2,1,6,8,6,6,5,6,,17,15,7,6,5,5,5,5,72,3,3,,,,0,0,19,0,20,,20,2,,,,,4,0,0
,,,,M,,15,401,1,759849468,,876fe8c3-bd91-42fc-9341-2e187f4f4956,K,0,0,0,1,3,WBRI,0,,,,,7,8,1,1,1,,,,,,,,,,,,,,,,5.789473684,4.424242424,,5,4,4,1,0,1,1,2,1,5,1,2,2,2,2,2,1,1,19,2,3,0,0,,-2,-1,4,0,4,0,4,1,6,0,5,0,,,0
,,,,F,,15,401,1,799465767,,8e63c095-f375-4b21-96a9-f837ffdfae4f,K,0,0,0,1,2,APKN,0,,,Y,Y,8,8,1,1,1,1,,,1,1,1,1,1,1,1,1,,,,,4.384615385,4.303030303,5,4,5,4,4,8,3,3,4,0,4,16,9,5,3,2,4,4,5,58,3,3,1,1,,2,0,15,0,18,1,13,3,2,0,3,1,,,0
,,,,M,,15,401,1,801094670,,a86dd90d-2e64-4f27-812c-693d2c525072,N,0,0,0,1,3,APKN,0,Y,Y,Y,Y,10,8,1,1,1,1,,1,1,1,1,1,1,1,1,1,,,1,,5.578947368,5.409090909,4,5,3,3,6,7,4,6,2,1,4,16,13,7,5,3,6,7,7,77,3,3,1,1,,0,1,20,1,23,2,18,5,3,1,4,1,,,0
